Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
HTMX11,Hotéis,"138,58","434.302,00","0,97","1,56","1,11 %","2,71 %","5,47 %","14,23 %","0,90 %","0,91 %","1,19 %","10,24 %","1,31 %","2,44 %","11,29 %","419.340.272,34","145,20","0,95","0,84 %","3,46 %","4,32 %","20,72 %",21,"17,44",36.615,N/A,"0,50 % a.a","20,00 % a.a"
HUCG11,Hospitalar,"99,09","1.424,54","0,87","0,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"116.240.718,19",N/A,N/A,N/A,N/A,N/A,N/A,2,"70,25",233,N/A,N/A,N/A
HUSC11,Hospitalar,"93,50","1.623,37","0,65","1,13","1,17 %","2,10 %","4,89 %","10,74 %","0,70 %","0,82 %","0,90 %","8,92 %","3,78 %","4,99 %","6,34 %","127.136.029,12","149,43","0,63","0,58 %","1,83 %","2,41 %","10,79 %",2,"54,59",150,N/A,"0,35 % a.a",N/A
HUSI11,Hospitalar,"1.249,00","1.249,00","1,00","8,42","0,00 %","0,00 %","1,38 %","5,68 %","0,00 %","0,23 %","0,47 %","0,71 %","0,00 %","0,00 %",N/A,"145.256.015,59","1.248,31","1,00","0,67 %","25,69 %","26,53 %","33,09 %",14,"36,66",100,N/A,N/A,N/A
IAAG11,Indefinido,"7,73","108.649,39","0,80","0,12","1,53 %","4,53 %","8,90 %","16,89 %","1,51 %","1,48 %","1,41 %","14,50 %","0,90 %","2,44 %","15,93 %","102.683.263,75","9,82","0,79","1,12 %","0,00 %","0,00 %","0,00 %",0,"26,08",12.998,N/A,"1,15 % a.a","20,00 % a.a"
IAGR11,Indefinido,"3,94","12.033,57","0,63","0,01","0,15 %","0,00 %","0,30 %","1,45 %","0,00 %","0,30 %","0,12 %","1,03 %","-3,18 %","-3,03 %","45,49 %","17.346.686,43","6,26","0,63","0,10 %","0,00 %","0,00 %","0,00 %",0,"31,27",3.554,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
IBBP11,Indefinido,"7,45","5.890,17","0,95","0,07","0,94 %","2,66 %","4,40 %","6,97 %","0,89 %","0,73 %","0,87 %","6,97 %","-6,27 %","-5,38 %","-9,04 %","398.731.792,73",N/A,N/A,N/A,N/A,N/A,N/A,24,"60,57",500,N/A,N/A,N/A
IBCR11,Papéis,"49,19","100.207,87","0,55","0,70","1,39 %","4,23 %","9,03 %","18,73 %","1,41 %","1,51 %","1,56 %","14,21 %","-6,55 %","-5,25 %","15,07 %","85.580.682,81","89,29","0,55","0,84 %","-4,93 %","-4,13 %","3,98 %",14,"17,57",3.868,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
IBFF11,Fundo de Fundos,"66,40","162.549,50","1,04","14,79","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","6,25 %","0,00 %","0,00 %",N/A,"118.155.565,38","14,78","4,49","100,08 %","-79,09 %","-58,15 %","-58,47 %",14,"4,20",8.102,N/A,N/A,N/A
ICNE11,Imóveis Residenciais,"653,96",N/A,"0,92","0,09","0,00 %","0,00 %","0,00 %","3,81 %","0,00 %","0,00 %","0,32 %","7,64 %","0,00 %","0,00 %",N/A,"84.924.325,35",N/A,N/A,N/A,N/A,N/A,N/A,14,"3,70",5,N/A,N/A,N/A
ICRI11,Misto,"90,35","459.444,09","0,91","0,85","0,93 %","3,16 %","6,61 %","15,72 %","1,05 %","1,10 %","1,31 %","12,30 %","0,05 %","0,99 %","21,42 %","385.945.294,18",N/A,N/A,N/A,N/A,N/A,N/A,14,"18,73",8.625,N/A,"1,00 % a.a",N/A
IDFI11,Indefinido,"2,00","2.592,80","1,25","1,56","78,04 %","0,00 %","0,00 %","78,04 %","0,00 %","0,00 %","6,50 %","1.043,04 %","-54,34 %","-18,70 %","44.259,43 %","3.283.391,87","1,60","1,25","269,79 %","-97,14 %","-89,43 %","-91,38 %",1,"55,16",617,N/A,N/A,N/A
IDGR11,Misto,"1,50","332,83","16,67","0,09","5,99 %","0,00 %","0,00 %","30,07 %","0,00 %","0,00 %","2,51 %","5,99 %","-50,98 %","-48,04 %","-48,04 %","79.368,95",N/A,N/A,N/A,N/A,N/A,N/A,1,"96,66",171,N/A,N/A,N/A
IDUA11,Imóveis Comerciais - Outros,"64,42",N/A,"0,98","0,64","0,00 %","0,00 %","0,00 %","4,50 %","0,00 %","0,00 %","0,38 %","12,00 %","0,00 %","0,00 %",N/A,"26.449.439,73",N/A,N/A,N/A,N/A,N/A,N/A,14,"3,91",1,N/A,N/A,N/A
IFRA11,Indefinido,"96,55","1.738.578,61",N/A,"0,90","0,93 %","2,00 %","5,82 %","12,69 %","0,67 %","0,97 %","1,06 %","10,33 %","0,22 %","1,15 %","19,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"19,33",0,N/A,"0,85 % a.a",N/A
IFRI11,Misto,"100,19","1.725.765,87",N/A,"1,20","1,22 %","3,01 %","5,71 %","13,52 %","1,00 %","0,95 %","1,13 %","11,17 %","0,87 %","2,10 %","28,03 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"16,89",0,N/A,"0,85 % a.a",N/A
IMOV11,Indefinido,N/A,N/A,N/A,"0,09","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"496.602.960,93",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,13.026,N/A,"1,50 % a.a","20,00 % a.a"
INFA11,Outros,"9,82",N/A,N/A,"0,09","0,00 %","0,00 %","0,92 %","16,31 %","0,00 %","0,92 %","2,04 %","14,56 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"2,41",0,N/A,N/A,N/A
INFB11,Indefinido,"99,47","16.905,50",N/A,"1,00","0,99 %","0,00 %","2,12 %","5,29 %","0,00 %","0,53 %","1,32 %","2,12 %","14,99 %","16,13 %","11,90 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"89,19",0,N/A,N/A,N/A
INLG11,Imóveis Industriais e Logísticos,"74,00","147.537,35","0,74","0,75","1,00 %","3,10 %","6,30 %","13,29 %","1,03 %","1,05 %","1,11 %","10,96 %","2,40 %","3,42 %","26,44 %","451.510.116,44",N/A,N/A,N/A,N/A,N/A,N/A,5,"15,90",16.990,N/A,"0,46 % a.a",N/A
INRD11,Fundo de Desenvolvimento,"74,01","50.562,70","0,62","0,65","0,88 %","2,66 %","5,30 %","11,15 %","0,89 %","0,88 %","0,93 %","9,29 %","2,86 %","3,77 %","29,46 %","134.160.107,87",N/A,N/A,N/A,N/A,N/A,N/A,5,"19,15",6.822,N/A,"1,00 % a.a",N/A
IRDM11,Papéis,"59,82","3.195.898,17","0,75","0,70","1,14 %","3,66 %","7,28 %","15,48 %","1,22 %","1,21 %","1,29 %","11,46 %","-0,66 %","0,47 %","22,27 %","2.918.626.316,97","80,11","0,75","0,97 %","-13,67 %","-12,83 %","-9,34 %",1,"15,44",269.067,"0,83 % a.a","0,17 % a.a",N/A
IRIF11,Papéis,"8,57","31.658,04",N/A,"0,11","1,27 %","0,00 %","3,95 %","6,43 %","0,00 %","0,66 %","1,07 %","6,43 %","2,24 %","3,54 %","10,55 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"36,60",0,N/A,N/A,N/A
IRIM11,Indefinido,"66,50","83.477,48","0,77","0,72","1,09 %","3,63 %","7,37 %","16,12 %","1,21 %","1,23 %","1,34 %","11,85 %","-1,08 %","-0,00 %","33,81 %","164.695.913,13","85,78","0,78","0,94 %","-11,86 %","-11,03 %","-7,64 %",14,"19,01",3.062,"0,83 % a.a","0,15 % a.a",N/A
ISCJ11,Papéis,"50,71","10.435,91","0,30","1,60","3,16 %","73,25 %","74,22 %","110,63 %","24,42 %","12,37 %","9,22 %","115,01 %","20,74 %","24,55 %","19,18 %","32.247.797,88",N/A,N/A,N/A,N/A,N/A,N/A,14,"385,83",69,N/A,N/A,N/A
ITIP11,Papéis,"64,31","76.097,74","0,95","0,76","1,17 %","3,61 %","7,30 %","13,82 %","1,20 %","1,22 %","1,15 %","11,80 %","1,31 %","2,50 %","16,52 %","50.874.206,47","68,00","0,95","1,18 %","-15,10 %","-14,10 %","-12,05 %",14,"13,66",8.477,N/A,N/A,N/A
ITIT11,Fundo de Fundos,"68,53","92.771,70","0,92","0,63","0,92 %","2,78 %","5,52 %","11,28 %","0,93 %","0,92 %","0,94 %","9,42 %","2,38 %","3,32 %","18,64 %","67.415.241,06","74,86","0,92","0,84 %","-5,19 %","-4,39 %","2,02 %",14,"12,75",10.088,N/A,"0,30 % a.a",N/A
ITRI11,Shoppings,"79,69","833.610,35","0,88","0,82","1,01 %","3,13 %","6,26 %","12,82 %","1,04 %","1,04 %","1,07 %","10,59 %","6,89 %","7,96 %","24,11 %","576.532.525,20",N/A,N/A,N/A,N/A,N/A,N/A,14,"17,03",13.960,N/A,"1,20 % a.a","-1,00 % a.a"
IVCI11,Papéis,"96,86",N/A,"0,98","0,72","0,00 %","0,00 %","1,83 %","8,33 %","0,00 %","0,31 %","0,83 %","5,17 %","0,00 %","0,00 %",N/A,"49.276.911,16",N/A,N/A,N/A,N/A,N/A,N/A,0,"3,36",16,N/A,N/A,N/A
JASC11,Imóveis Comerciais - Outros,"100,01","50.190,83","0,88","0,68","0,00 %","0,00 %","1,28 %","4,97 %","0,00 %","0,21 %","0,41 %","3,16 %","0,00 %","0,00 %",N/A,"395.048.968,54",N/A,N/A,N/A,N/A,N/A,N/A,19,"51,47",165,N/A,N/A,N/A
JBFO11,Papéis,"15,03","82,00","1,94","7,77","0,00 %","0,00 %","0,50 %","111,75 %","0,00 %","0,50 %","9,31 %","0,77 %","0,00 %","0,00 %",N/A,"9.919.792,95",N/A,N/A,N/A,N/A,N/A,N/A,14,"103,97",369,N/A,N/A,N/A
JCCJ11,Papéis,"167,00","61.122,63","0,88","0,34","0,00 %","0,21 %","0,73 %","2,47 %","0,21 %","0,73 %","0,21 %","1,58 %","0,00 %","0,00 %",N/A,"314.975.563,83",N/A,N/A,N/A,N/A,N/A,N/A,14,"19,17",121,N/A,N/A,N/A
JCIN11,Fundo de Fundos,"150,00","23.885.176,33","0,95","0,62","0,00 %","0,00 %","0,37 %","2,74 %","0,00 %","0,37 %","0,23 %","1,52 %","0,00 %","0,00 %",N/A,"207.953.728,58",N/A,N/A,N/A,N/A,N/A,N/A,14,"20,66",4,N/A,N/A,N/A
JFLL11,Imóveis Residenciais,"67,77","44.788,96","0,64","0,40","0,59 %","2,35 %","4,69 %","9,32 %","0,78 %","0,78 %","0,78 %","8,44 %","-0,32 %","0,26 %","8,15 %","161.050.615,90","107,32","0,63","0,37 %","6,28 %","6,67 %","15,92 %",233,"17,67",2.514,N/A,"1,15 % a.a",N/A
JGPX11,Indefinido,"71,68","229.765,91","0,77","1,24","1,69 %","5,10 %","7,99 %","14,40 %","1,70 %","1,33 %","1,20 %","12,17 %","2,91 %","4,65 %","51,31 %","205.928.866,53","96,17","0,75","1,25 %","0,21 %","1,46 %","12,50 %",0,"32,65",5.743,"1,00 % a.a","0,18 % a.a","20,00 % a.a"
JMBI11,Outros,"83,93","587.651,57",N/A,"1,16","1,34 %","2,86 %","6,91 %","12,26 %","0,95 %","1,15 %","1,11 %","12,26 %","2,82 %","4,20 %","19,32 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"38,82",0,N/A,"1,25 % a.a","20,00 % a.a"
JPPA11,Papéis,"79,26","87.069,00","0,82","1,06","1,33 %","4,01 %","8,32 %","17,55 %","1,34 %","1,39 %","1,46 %","14,60 %","-0,34 %","0,99 %","29,30 %","88.220.895,08","97,58","0,81","1,09 %","-0,75 %","0,33 %","12,91 %",14,"14,44",6.577,N/A,"1,05 % a.a","20,00 % a.a"
JSAF11,Fundo de Fundos,"7,48","1.444.031,96","0,85","0,09","1,12 %","3,51 %","7,05 %","14,90 %","1,17 %","1,18 %","1,24 %","12,47 %","2,85 %","4,00 %","17,21 %","690.136.713,71","8,90","0,84","1,02 %","-90,53 %","-90,43 %","-89,67 %",14,"24,17",21.999,"1,00 % a.a",N/A,"20,00 % a.a"
JSCR11,Papéis,"8,08","234.855,52","0,88","0,10","1,16 %","3,49 %","7,00 %","49,51 %","1,16 %","1,17 %","4,13 %","24,10 %","1,61 %","2,79 %","43,72 %","206.643.404,44",N/A,N/A,N/A,N/A,N/A,N/A,14,"30,75",3.589,N/A,"1,00 % a.a","10,00 % a.a"
JSRE11,Misto,"61,32","1.597.598,70","0,61","0,48","0,78 %","2,30 %","4,56 %","9,85 %","0,77 %","0,76 %","0,82 %","8,12 %","-0,87 %","-0,09 %","24,41 %","2.117.761.319,72","101,98","0,60","0,47 %","-9,73 %","-9,30 %","-5,33 %",6,"19,00",86.486,N/A,"1,00 % a.a","20,00 % a.a"
JURO11,Indefinido,"100,90","2.939.702,78",N/A,"1,00","1,02 %","2,06 %","5,18 %","10,94 %","0,69 %","0,86 %","0,91 %","8,82 %","1,34 %","2,37 %","14,82 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"15,81",0,N/A,"1,00 % a.a",N/A
KCRE11,Indefinido,"8,50","322.631,87","0,90","0,09","1,03 %","3,35 %","7,52 %","14,70 %","1,12 %","1,25 %","1,23 %","12,69 %","1,40 %","2,44 %","23,67 %","339.038.078,23","9,42","0,90","1,17 %","-90,38 %","-90,27 %","-90,16 %",14,"16,24",15.827,N/A,"1,20 % a.a",N/A
KDIF11,Indefinido,"121,18","2.372.192,35",N/A,"1,00","0,82 %","1,87 %","4,80 %","11,44 %","0,62 %","0,80 %","0,95 %","9,39 %","2,14 %","2,98 %","16,02 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"17,00",0,N/A,"1,11 % a.a",N/A
KDOL11,Misto,"93,00","88.451,61","0,95","0,50","0,54 %","1,58 %","3,03 %","5,05 %","0,53 %","0,51 %","0,56 %","4,52 %","0,70 %","1,25 %","-1,33 %","65.919.149,56","98,24","0,95","0,46 %","0,00 %","0,00 %","0,00 %",0,"22,28",1.874,N/A,"1,00 % a.a",N/A
KEVE11,Fundo de Desenvolvimento,"885,98","10.912,00","1,55","34,53","0,00 %","0,00 %","0,00 %","25,58 %","0,00 %","0,00 %","2,13 %","8,59 %","0,00 %","0,00 %",N/A,"84.191.580,80","557,95","1,59","6,19 %","-40,15 %","-36,44 %","-38,89 %",14,"186,14",441,N/A,"1,45 % a.a","20,00 % a.a"
KFEN11,Indefinido,"1.100,00","1.571,43","1,17","8,00","0,00 %","0,00 %","1,27 %","4,40 %","0,00 %","0,21 %","0,55 %","4,40 %","0,00 %","0,00 %",N/A,"168.309.735,79",N/A,N/A,N/A,N/A,N/A,N/A,14,"31,84",129,N/A,N/A,N/A
KFOF11,Fundo de Fundos,"77,95","726.438,65","0,91","0,80","1,00 %","2,98 %","5,79 %","12,42 %","0,99 %","0,97 %","1,04 %","10,26 %","0,77 %","1,78 %","26,76 %","617.251.205,38","88,00","0,89","0,85 %","-3,16 %","-2,33 %","3,11 %",14,"16,92",29.434,N/A,"0,92 % a.a","20,00 % a.a"
KINP11,Fundo de Desenvolvimento,"10,00","38.394,20","0,16","2,90","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","19,95 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"12,74",8.102,N/A,N/A,N/A
KISU11,Fundo de Fundos,"6,75","435.458,61","0,85","0,07","1,02 %","3,09 %","6,15 %","12,42 %","1,03 %","1,03 %","1,04 %","10,42 %","1,79 %","2,83 %","15,49 %","350.704.593,33","7,94","0,85","0,88 %","-8,95 %","-8,14 %","-6,02 %",14,"18,47",104.130,N/A,"0,60 % a.a",N/A
KIVO11,Papéis,"61,98","335.789,83","0,73","1,10","1,71 %","4,25 %","9,14 %","18,44 %","1,42 %","1,52 %","1,54 %","15,66 %","1,34 %","3,07 %","19,60 %","190.049.906,67",N/A,N/A,N/A,N/A,N/A,N/A,14,"24,90",6.837,N/A,"1,15 % a.a","10,00 % a.a"
KNCA11,Indefinido,"93,25","2.140.498,61","0,93","1,15","1,21 %","3,62 %","7,34 %","14,85 %","1,21 %","1,22 %","1,24 %","12,54 %","1,12 %","2,34 %","28,76 %","2.213.495.853,74","102,48","0,91","1,22 %","0,29 %","1,51 %","12,95 %",0,"20,41",78.449,"1,20 % a.a",N/A,N/A
KNCR11,Papéis,"103,78","11.525.249,30","1,03","1,35","1,28 %","3,86 %","7,40 %","13,86 %","1,29 %","1,23 %","1,16 %","11,76 %","-0,30 %","0,97 %","25,12 %","7.782.226.582,36","101,72","1,02","1,33 %","0,96 %","2,30 %","15,80 %",14,"9,85",431.998,"1,00 % a.a",N/A,N/A
KNHF11,Indefinido,"93,00","2.589.610,39","0,95","1,00","1,06 %","3,26 %","6,57 %","13,47 %","1,09 %","1,10 %","1,12 %","11,19 %","3,08 %","4,17 %","36,50 %","1.959.198.829,51",N/A,N/A,N/A,N/A,N/A,N/A,3,"17,78",48.532,N/A,"1,20 % a.a",N/A
KNHY11,Papéis,"100,00","3.155.921,91","1,02","1,00","0,99 %","3,56 %","7,67 %","14,96 %","1,19 %","1,28 %","1,25 %","12,73 %","-1,35 %","-0,37 %","24,79 %","2.968.728.347,76","98,44","1,02","1,32 %","0,71 %","2,04 %","15,26 %",14,"11,30",25.818,N/A,"1,60 % a.a",N/A
KNIP11,Papéis,"86,68","6.467.803,91","0,95","0,60","0,69 %","2,42 %","5,92 %","12,63 %","0,81 %","0,99 %","1,05 %","10,69 %","0,71 %","1,41 %","18,19 %","7.342.020.555,38","91,69","0,95","0,87 %","-2,31 %","-1,46 %","7,57 %",14,"10,41",71.968,N/A,"1,00 % a.a",N/A
KNOX11,Indefinido,"101,50","460.812,55",N/A,"2,64","2,68 %","0,00 %","2,68 %","8,58 %","0,00 %","0,45 %","0,72 %","2,68 %","6,21 %","9,06 %","9,06 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"24,30",0,N/A,N/A,N/A
KNPR11,Indefinido,N/A,N/A,N/A,"3,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"54.524.052,24",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,594,N/A,N/A,N/A
KNRE11,Fundo de Desenvolvimento,"0,32","2.333,36","0,48","0,00","1,68 %","0,00 %","1,68 %","338,66 %","0,00 %","0,28 %","28,22 %","338,66 %","575,00 %","586,34 %","1.099,67 %","12.470.331,32","0,76","0,42","9,22 %","0,00 %","9,22 %","0,46 %",14,"374,05",5.899,N/A,"0,04 % a.a","20,00 % a.a"
KNRI11,Misto,"145,87","4.379.067,09","0,91","1,00","0,68 %","2,10 %","4,19 %","8,89 %","0,70 %","0,70 %","0,74 %","7,30 %","5,41 %","6,13 %","28,98 %","4.604.433.676,59","163,25","0,89","0,61 %","2,13 %","2,76 %","11,33 %",20,"15,13",298.736,"1,11 % a.a",N/A,N/A
KNSC11,Papéis,"8,66","3.518.070,35","1,00","0,10","1,14 %","3,30 %","6,81 %","13,64 %","1,10 %","1,14 %","1,14 %","11,60 %","-0,23 %","0,91 %","26,76 %","1.771.742.851,04","8,76","0,99","1,14 %","-90,06 %","-89,95 %","-88,89 %",14,"15,14",225.562,"1,20 % a.a",N/A,N/A
KNUQ11,Indefinido,"103,20","3.315.501,83","1,02","1,25","1,20 %","3,98 %","8,04 %","15,36 %","1,33 %","1,34 %","1,28 %","13,08 %","-0,78 %","0,41 %","28,67 %","2.178.060.075,20",N/A,N/A,N/A,N/A,N/A,N/A,14,"11,08",36.055,N/A,"1,40 % a.a",N/A
KOPA11,Indefinido,"798,00","284.756,83","0,88","40,00","4,75 %","10,02 %","15,51 %","27,98 %","3,34 %","2,59 %","2,33 %","31,77 %","-3,52 %","1,06 %","80,81 %","323.480.062,62","912,04","0,87","4,39 %","0,00 %","0,00 %","0,00 %",0,"27,01",3.460,N/A,"2,00 % a.a","20,00 % a.a"
KORE11,Lajes Corporativas,"69,52","2.114.976,43","0,69","1,25","1,72 %","5,24 %","9,78 %","20,01 %","1,75 %","1,63 %","1,67 %","16,68 %","3,25 %","5,03 %","18,77 %","1.019.216.225,82",N/A,N/A,N/A,N/A,N/A,N/A,4,"24,78",25.550,N/A,"1,06 % a.a",N/A
KRES11,Misto,N/A,N/A,N/A,"0,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"230.769.412,58",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,131,N/A,N/A,N/A
LAFI11,Misto,"118,24","17.708,33","1,00","4,94","4,30 %","0,00 %","4,30 %","12,22 %","0,00 %","4,30 %","12,22 %","12,22 %","-1,98 %","2,24 %","2,24 %","88.524.985,95","111,46","1,06","4,43 %","0,00 %","0,00 %","0,00 %",0,"42,63",1.289,N/A,N/A,N/A
LASC11,Shoppings,"98,33","893.899,39","0,73","0,75","0,76 %","2,54 %","13,74 %","17,80 %","0,85 %","2,29 %","1,48 %","17,07 %","7,02 %","7,83 %","27,58 %","400.404.927,19","136,18","0,72","0,68 %","27,32 %","28,18 %","28,73 %",2,"63,41",448,N/A,"1,07 % a.a","20,00 % a.a"
LAVF11,Indefinido,N/A,N/A,N/A,"1,30","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,8.102,N/A,N/A,N/A
LFTT11,Imóveis Residenciais,"2,10","598.719,00","0,04","0,21","0,00 %","47,98 %","86,12 %","80.801.912,63 %","15,99 %","14,35 %","6.733.492,72 %","187,89 %","0,00 %","0,00 %",N/A,"37.490.104,69","56,89","0,04","3,06 %","42,08 %","46,44 %","-48,40 %",51,"408,72",786,N/A,N/A,N/A
LGCP11,Imóveis Industriais e Logísticos,"82,95","163.106,04","0,65","0,80","1,13 %","3,17 %","5,76 %","10,78 %","1,06 %","0,96 %","0,90 %","10,78 %","-7,22 %","-6,17 %","-7,05 %","457.171.677,92","101,32","0,82","0,79 %","-1,43 %","-0,65 %","7,48 %",5,"9,47",19.183,N/A,"0,46 % a.a",N/A
LIFE11,Imóveis Comerciais - Outros,"8,31","547.344,74","0,86","0,12","1,42 %","4,18 %","8,41 %","17,83 %","1,39 %","1,40 %","1,49 %","14,67 %","-1,63 %","-0,23 %","16,09 %","371.603.202,50",N/A,N/A,N/A,N/A,N/A,N/A,14,"27,23",18.117,N/A,"1,38 % a.a","20,00 % a.a"
LLAO11,Misto,"57,20","57,00","1,11","7,31","11,32 %","0,00 %","0,00 %","13,43 %","0,00 %","0,00 %","1,92 %","11,32 %","-2,11 %","8,97 %","8,97 %","18.656.588,57",N/A,N/A,N/A,N/A,N/A,N/A,12,"26,72",78,N/A,N/A,N/A
LOFT11B,Fundo de Desenvolvimento,"29,90",N/A,"31,47","47,90","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","142,96 %","0,00 %","0,00 %",N/A,"1.868.910,51",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,8,N/A,N/A,N/A
LPLP11,Indefinido,"499,99","1.809,67","1,63","47,63","0,00 %","0,00 %","0,00 %","3,80 %","0,00 %","0,00 %","0,32 %","11,25 %","0,00 %","0,00 %",N/A,"177.968.810,10",N/A,N/A,N/A,N/A,N/A,N/A,14,"51,47",16,N/A,N/A,N/A
LRDI11,Indefinido,"80,55","81,00","1,00","5,95","0,00 %","0,00 %","13,52 %","13,52 %","0,00 %","13,52 %","13,52 %","13,52 %","0,00 %","0,00 %",N/A,"29.710.785,86",N/A,N/A,N/A,N/A,N/A,N/A,14,"148,53",100,N/A,N/A,N/A
LSAG11,Indefinido,"74,85","27.745,87","0,76","1,26","1,67 %","4,74 %","9,22 %","19,02 %","1,58 %","1,54 %","1,59 %","17,43 %","-0,76 %","0,89 %","36,84 %","99.394.037,87","98,47","0,76","1,22 %","0,00 %","0,00 %","0,00 %",0,"20,60",2.780,N/A,"1,47 % a.a",N/A
LSOI11,Misto,"85,00",N/A,"7,16","0,10","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"63.695.104,75",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,18,N/A,N/A,N/A
LSPA11,Papéis,"24,01","453,61","1,15","20,85","86,84 %","0,00 %","0,00 %","152,88 %","0,00 %","0,00 %","12,74 %","299,45 %","0,00 %","86,84 %","153,73 %","8.473.824,04",N/A,N/A,N/A,N/A,N/A,N/A,14,"85,04",727,N/A,N/A,N/A
LTMT11,Imóveis Residenciais,"98,42","42.025,00","1,00","8,38","8,80 %","0,00 %","0,00 %","8,80 %","0,00 %","0,00 %","8,80 %","8,80 %","0,00 %","0,00 %",N/A,"15.406.960,59",N/A,N/A,N/A,N/A,N/A,N/A,1,"18,37",219,N/A,N/A,N/A
LUGG11,Imóveis Residenciais,"72,82","23.956,00","0,55","0,59","0,88 %","2,59 %","5,08 %","9,23 %","0,86 %","0,85 %","0,77 %","9,23 %","-3,20 %","-2,35 %","-10,08 %","132.968.746,75","117,60","0,62","0,51 %","-7,97 %","-7,50 %","-0,34 %",5,"10,07",7.962,N/A,"1,00 % a.a",N/A
LVBI11,Imóveis Industriais e Logísticos,"107,72","2.978.452,17","0,93","0,75","0,69 %","2,16 %","4,40 %","9,68 %","0,72 %","0,73 %","0,81 %","7,90 %","5,70 %","6,43 %","29,69 %","1.896.641.167,82","117,67","0,92","0,64 %","1,88 %","2,53 %","7,79 %",10,"18,44",129.635,"0,80 % a.a",N/A,N/A
MALL11,Shoppings,"99,90","1.230.798,43","0,82","0,86","0,85 %","2,54 %","5,27 %","10,16 %","0,85 %","0,88 %","0,85 %","6,13 %","1,45 %","2,31 %","17,74 %","1.694.865.745,73","121,22","0,82","0,70 %","1,09 %","1,80 %","18,43 %",11,"12,50",129.577,"0,50 % a.a",N/A,N/A
MANA11,Indefinido,"8,78","868.799,91","0,97","0,11","1,22 %","3,76 %","7,63 %","16,04 %","1,25 %","1,27 %","1,34 %","13,25 %","3,46 %","4,72 %","36,40 %","347.871.660,06",N/A,N/A,N/A,N/A,N/A,N/A,14,"14,73",28.825,N/A,"1,00 % a.a","20,00 % a.a"
MATV11,Indefinido,"86,63","13.027,43","1,36","0,60","0,73 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","3,11 %","-1,41 %","-0,69 %","-1,08 %","118.155.565,38","91,09","0,95","0,66 %","-1,89 %","-1,24 %","-0,18 %",1,"0,37",8.102,N/A,N/A,N/A
MAXR11,renda urbana,"64,25","23.252,96","0,63","0,45","0,71 %","2,07 %","3,59 %","31,76 %","0,69 %","0,60 %","2,65 %","5,24 %","0,80 %","1,51 %","13,57 %","115.430.795,08","102,86","0,62","0,50 %","-16,43 %","-16,01 %","-9,80 %",7,"17,91",4.308,N/A,"0,30 % a.a",N/A
