TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;Última (R$);Variação;STOCK;DEPARTMENT;IMAGE
AALR3;6,36;;-11,20;0,92;0,34;27,68;9,63;-7,04;8,19;10,91;2,72;0,30;0,79;34,09;-0,45;1,04;-8,17;-3,01;6,82;0,37;0,62;0,43;2,55;;349.730,13;6,95;-0,57;0,19;969.006.305,52;AALR3;Alliança;6,37;+1,11%;AALR3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/alliar--big.svg
ABCB4;23,20;8,39;5,86;0,86;0,09;21,67;12,42;10,32;4,87;4,87;;;0,61;-2,47;-0,09;0,20;14,71;1,56;;0,11;0,89;0,15;35,11;14,24;6.687.961,13;26,90;3,96;0,60;5.676.039.082,40;ABCB4;Banco ABC Brasil;23,23;+2,11%;ABCB4;Financeiro;https://s3-symbol-logo.tradingview.com/abc-brasil--big.svg
ABEV3;12,79;8,22;13,67;2,18;1,42;51,50;25,06;16,08;8,77;8,15;-0,63;-0,16;2,20;51,43;-1,99;1,11;15,95;10,38;18,73;0,65;0,34;0,65;11,20;4,60;322.106.313,52;5,87;0,94;5,52;201.591.359.689,24;ABEV3;Ambev;12,79;+0,63%;ABEV3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/ambev--big.svg
AERI3;4,06;;-0,22;-3,97;0,12;5,17;-87,08;-112,32;-0,28;-2,09;-1,81;;0,24;1,15;-0,20;1,41;-1.823,36;-56,67;-58,22;-0,03;1,03;0,50;12,70;;549.997,43;-1,02;-18,65;0,00;252.207.995,76;AERI3;Aeris Energy;4,12;+1,48%;AERI3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aeris-on-nm--big.svg
AFLT3;7,26;5,91;17,54;1,90;1,30;54,38;48,60;34,47;12,44;12,64;0,20;0,03;6,05;9,58;-1,72;2,24;10,86;7,40;11,23;0,68;0,32;0,21;17,36;0,67;2.933,11;3,81;0,41;-2,46;457.994.922,00;AFLT3;Afluente T;7,26;+2,40%;AFLT3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/afluente-t-on--big.svg
AGRO3;20,63;7,54;15,35;0,97;0,55;28,86;17,49;11,78;10,33;15,95;5,62;0,53;1,81;4,08;-0,80;1,79;6,34;3,60;4,20;0,57;0,43;0,31;10,70;2,91;2.345.830,39;21,21;1,34;-0,39;2.118.359.449,72;AGRO3;BrasilAgro;20,52;-0,48%;AGRO3;Financeiro;https://s3-symbol-logo.tradingview.com/brasilagro--big.svg
AGXY3;5,79;;-0,03;-0,05;0,03;-4,18;-59,21;-86,99;-0,05;-0,68;-0,63;;0,03;-0,03;-0,06;0,33;-145,31;-83,71;433,24;-0,58;1,58;0,96;24,29;;110.759,52;-118,43;-172,09;0,00;98.253.816,09;AGXY3;AgroGalaxy;5,77;+0,00%;AGXY3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/agrogalaxy-on-nm--big.svg
ALLD3;8,48;23,99;7,20;0,54;0,24;11,61;3,27;2,07;4,57;5,79;1,21;0,14;0,15;0,78;-0,86;1,76;7,44;3,34;7,88;0,45;0,55;1,61;8,27;2,08;1.277.413,65;15,82;1,18;-0,26;803.352.884,80;ALLD3;Allied;8,57;+1,06%;ALLD3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/allied-on-nm--big.svg
ALOS3;25,40;4,73;18,70;1,03;0,52;74,56;55,52;26,33;8,87;6,96;-1,91;-0,22;4,92;5,50;-0,61;2,91;5,48;2,79;10,76;0,51;0,46;0,11;29,82;101,81;65.105.217,61;24,77;1,36;2,06;13.790.597.488,60;ALOS3;Allos;25,23;+1,57%;ALOS3;Financeiro;https://s3-symbol-logo.tradingview.com/allos-on-nm--big.svg
ALPA3;9,99;0,97;26,26;1,65;1,10;46,65;5,85;5,97;26,81;26,16;-0,71;-0,04;1,57;4,05;-2,16;2,25;6,29;4,19;4,82;0,67;0,33;0,70;2,05;-1,06;32.358,74;6,05;0,38;-0,23;6.837.533.659,10;ALPA3;Alpargatas;10,20;+2,10%;ALPA3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/alpargatas--big.svg
ALPA4;10,03;1,06;26,37;1,66;1,11;46,65;5,85;5,97;26,92;26,16;-0,71;-0,04;1,57;4,07;-2,17;2,25;6,29;4,19;4,82;0,67;0,33;0,70;2,05;-1,06;14.592.141,09;6,05;0,38;-0,23;6.837.533.659,10;ALPA4;Alpargatas;10,04;+0,00%;ALPA4;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/alpargatas--big.svg
ALPK3;3,14;;-197,48;1,96;0,26;32,65;13,48;-0,20;2,98;8,33;5,36;3,53;0,40;-8,78;-0,34;0,88;-0,99;-0,13;11,67;0,13;0,86;0,66;7,96;;422.374,17;1,60;-0,02;2,17;688.620.001,62;ALPK3;Estapar;3,16;+0,64%;ALPK3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/estapar-on-nm--big.svg
ALUP11;30,68;2,93;9,75;1,18;0,32;69,38;65,43;24,01;3,58;6,79;3,21;1,06;2,34;2,90;-0,41;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;20.125.364,61;26,00;3,15;0,23;10.112.952.279,56;ALUP11;Alupar;30,69;-0,03%;ALUP11;;https://s3-symbol-logo.tradingview.com/alupar--big.svg
ALUP3;10,96;2,74;10,44;1,26;0,35;69,38;65,43;24,01;3,83;6,79;3,21;1,06;2,51;3,11;-0,44;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;43.998,09;8,67;1,05;0,25;10.112.952.279,56;ALUP3;Alupar;10,97;-0,09%;ALUP3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/alupar--big.svg
ALUP4;9,87;3,04;9,41;1,14;0,31;69,38;65,43;24,01;3,45;6,79;3,21;1,06;2,26;2,80;-0,39;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;79.107,87;8,67;1,05;0,23;10.112.952.279,56;ALUP4;Alupar;9,91;+0,41%;ALUP4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/alupar--big.svg
AMAR3;1,27;;-10,69;2,25;0,32;51,34;12,16;-4,04;3,55;7,16;3,61;2,29;0,43;-1,55;-0,44;0,56;-21,07;-3,02;18,95;0,14;0,86;0,75;-13,55;;324.733,22;0,56;-0,12;0,12;652.089.174,61;AMAR3;Lojas Marisa;1,26;-1,56%;AMAR3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/lojas-marisaon-nm--big.svg
AMBP3;14,06;;-91,52;21,48;1,39;18,22;17,36;-3,54;18,68;23,74;5,06;5,81;3,24;5,06;-2,45;2,72;-23,47;-1,52;8,91;0,06;0,87;0,43;67,64;;5.527.222,61;0,65;-0,15;4,80;23.486.086.781,40;AMBP3;Ambipar;14,01;+5,10%;AMBP3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/ambipar--big.svg
AMER3;7,98;;0,18;0,37;0,10;29,46;-2,68;63,18;-4,14;-7,01;-2,87;0,25;0,11;0,76;-0,16;1,49;207,93;56,25;-142,53;0,27;0,73;0,89;16,22;;14.874.776,78;21,85;45,44;0,00;1.597.954.756,86;AMER3;Americanas;7,99;+7,68%;AMER3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/americanas--big.svg
AMOB3;13,00;;;;;3,60;-46,82;-57,58;;;-0,01;;;;;0,19;-2.595,29;-6.030,26;2.660,36;-2,32;3,32;104,73;;;806.735,52;;;;0,00;AMOB3;Automob;13,04;+0,69%;AMOB3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/automob-on-nm--big.svg
ANIM3;3,62;1,48;10,40;0,61;0,15;61,00;23,44;3,62;1,61;6,03;4,42;1,69;0,38;1,13;-0,19;2,22;5,91;1,41;10,41;0,24;0,70;0,39;26,33;;20.063.951,43;5,89;0,35;-0,04;1.462.005.074,10;ANIM3;Ânima Educação;3,61;-0,82%;ANIM3;Miscelânea;https://s3-symbol-logo.tradingview.com/anima--big.svg
ARML3;3,94;5,73;18,61;1,11;0,30;35,93;22,91;3,94;3,20;7,67;4,47;1,55;0,73;1,59;-0,44;2,42;5,95;1,60;11,04;0,27;0,72;0,41;95,79;51,59;3.425.328,96;3,56;0,21;-0,30;1.365.186.742,18;ARML3;Armac;3,96;+2,59%;ARML3;Financeiro;https://s3-symbol-logo.tradingview.com/armac-on-ed-nm--big.svg
ASAI3;10,56;1,02;15,50;2,55;0,32;16,67;5,36;1,21;3,50;6,47;2,97;2,17;0,19;9,97;-0,49;1,11;16,47;2,08;17,91;0,13;0,87;1,72;21,32;-2,51;139.875.510,78;4,14;0,68;0,40;14.292.286.261,44;ASAI3;Assaí;10,57;+4,55%;ASAI3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/assai-on-nm--big.svg
AURE3;11,11;0,51;-16,66;0,92;0,24;19,44;13,73;-6,34;7,69;20,71;13,01;1,56;1,06;5,01;-0,29;1,36;-5,52;-1,42;3,55;0,26;0,71;0,22;;;43.687.726,22;12,08;-0,67;-0,20;11.669.699.291,14;AURE3;Auren Energia;11,06;+0,91%;AURE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/auren-on-nm--big.svg
AVLL3;1,68;;-5,48;-2,44;0,24;37,40;21,30;-8,65;2,22;5,58;3,35;;0,47;-4,36;-0,39;0,88;-44,56;-4,36;24,32;-0,10;1,07;0,50;32,82;;21.862,17;-0,69;-0,31;0,07;328.154.502,48;AVLL3;Alphaville;1,67;-0,60%;AVLL3;Financeiro;https://s3-symbol-logo.tradingview.com/alphaville-on-nm--big.svg
AZEV3;0,46;;-2,19;0,35;0,12;-0,65;-27,51;-65,71;-5,22;-20,15;-14,77;0,99;1,44;-1,61;-0,16;0,74;-16,00;-5,69;-9,19;0,36;0,64;0,09;144,07;;590.106,52;1,32;-0,21;0,09;280.483.111,42;AZEV3;Azevedo & Travassos;0,46;+0,00%;AZEV3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg
AZEV4;0,48;;-2,28;0,36;0,13;-0,65;-27,51;-65,71;-5,45;-20,15;-14,77;0,99;1,50;-1,68;-0,17;0,74;-16,00;-5,69;-9,19;0,36;0,64;0,09;144,07;;667.884,78;1,32;-0,21;0,09;280.483.111,42;AZEV4;Azevedo & Travassos;0,48;-2,04%;AZEV4;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg
AZTE3;0,46;;;;;;;;;;;;;;;;;;;;;;;;1.446.822,04;;;;0,00;AZTE3;AZT Energia;0,46;+2,22%;AZTE3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg
AZUL4;1,45;;0,26;-0,17;0,16;29,19;17,10;81,72;1,22;9,24;8,86;;0,21;-0,31;-0,22;0,34;-65,94;63,84;42,77;-0,97;1,97;0,78;11,28;;61.372.639,78;-8,61;5,68;0,00;1.340.417.634,19;AZUL4;Azul;1,45;+4,32%;AZUL4;Transportes;https://s3-symbol-logo.tradingview.com/azul--big.svg
AZZA3;33,64;1,71;8,74;0,83;0,45;54,72;6,76;6,88;8,89;11,72;2,83;0,27;0,60;2,68;-0,80;1,61;9,53;5,12;0,36;0,54;0,46;0,74;37,92;37,42;53.290.348,17;40,39;3,85;0,11;6.946.317.309,32;AZZA3;Arezzo;33,79;+1,14%;AZZA3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/arezzo--big.svg
B3SA3;13,74;2,15;15,03;3,67;1,54;90,57;58,91;44,65;11,39;11,38;-0,01;0,00;6,71;7,12;-2,36;2,62;24,40;10,24;9,27;0,42;0,58;0,23;12,34;12,15;290.727.294,74;3,75;0,91;1,00;72.361.710.000,00;B3SA3;B3;13,72;+1,78%;B3SA3;Financeiro;https://s3-symbol-logo.tradingview.com/b3-on-nm--big.svg
BALM3;20,90;3,06;7,20;1,13;0,71;62,09;20,86;13,02;4,50;2,74;-1,34;-0,34;0,94;1,37;-2,63;3,46;15,66;9,89;14,03;0,63;0,37;0,76;5,42;35,38;2.775,44;18,52;2,90;0,07;185.710.000,00;BALM3;Baumer;20,90;+0,00%;BALM3;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/baumer-on--big.svg
BALM4;17,00;7,99;5,86;0,92;0,58;62,09;20,86;13,02;3,66;2,74;-1,34;-0,34;0,76;1,12;-2,14;3,46;15,66;9,89;14,03;0,63;0,37;0,76;5,42;35,38;21.375,56;18,52;2,90;0,05;185.710.000,00;BALM4;Baumer;17,00;+0,00%;BALM4;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/baumer-on--big.svg
BAUH4;86,97;1,42;16,10;3,34;2,33;25,05;8,24;10,69;20,88;;-2,70;-0,43;1,72;8,92;-5,15;1,92;20,76;14,49;13,86;0,70;0,30;1,36;6,53;0,98;157.689,71;26,02;5,40;0,55;;BAUH4;Excelsior;86,96;-0,01%;BAUH4;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/excelsior-pn--big.svg
BAZA3;78,30;10,23;3,56;0,66;0,08;10,24;25,41;23,66;3,31;3,31;;;0,84;80,12;-0,08;;18,42;2,17;;0,12;0,88;0,09;26,63;34,96;406.120,30;119,36;21,99;-1,39;4.389.366.064,50;BAZA3;Banco da Amazônia;78,33;+0,04%;BAZA3;Financeiro;https://s3-symbol-logo.tradingview.com/amazonia-on-es--big.svg
BBAS3;21,90;7,88;6,69;0,69;0,05;34,96;2,96;6,48;14,66;14,66;;;0,43;2,11;-0,05;11,97;10,31;0,77;;0,07;0,92;0,12;17,31;2,74;706.561.881,43;31,76;3,27;-0,14;125.505.265.476,00;BBAS3;Banco do Brasil;21,87;-0,32%;BBAS3;Financeiro;https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg
BBDC3;15,00;7,67;7,58;0,91;0,07;31,68;8,22;8,95;8,25;8,94;;;0,68;0,78;-0,08;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;87.489.863,74;16,43;1,98;0,13;172.206.296.362,44;BBDC3;Banco Bradesco;15,04;+3,01%;BBDC3;Financeiro;https://s3-symbol-logo.tradingview.com/bradesco--big.svg
BBDC4;17,52;7,05;8,85;1,07;0,09;31,68;8,22;8,95;9,63;8,94;;;0,79;0,91;-0,10;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;429.805.640,00;16,43;1,98;0,15;172.206.296.362,44;BBDC4;Banco Bradesco;17,58;+3,47%;BBDC4;Financeiro;https://s3-symbol-logo.tradingview.com/bradesco--big.svg
BBSE3;32,52;13,11;7,29;6,20;3,04;;;;6,57;6,57;;;;22,58;-5,71;1,40;84,97;41,71;;0,49;0,51;0,00;;6,01;172.393.260,00;5,25;4,46;1,16;65.040.000.000,00;BBSE3;BB Seguridade;32,53;+0,65%;BBSE3;Financeiro;https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg
BDLL3;7,50;;-0,61;-0,05;0,02;18,85;-40,93;-35,53;-0,53;-8,12;-7,55;;0,22;-0,04;-0,04;0,44;-7,97;-3,78;47,26;-0,47;1,47;0,11;-2,75;;4.035,00;-153,42;-12,22;0,00;12.893.527,20;BDLL3;Bardella;7,50;-0,66%;BDLL3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/bardella-pn--big.svg
BEEF3;6,47;;-7,64;4,53;0,15;19,01;7,07;-1,91;2,06;6,58;4,52;9,92;0,15;0,93;-0,38;1,34;-59,34;-1,90;10,74;0,03;0,95;1,00;14,75;;72.137.304,35;1,43;-0,85;0,01;6.469.855.712,53;BEEF3;Minerva;6,47;-1,22%;BEEF3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/minerva-on-nm--big.svg
BEES3;8,16;5,85;7,61;1,20;0,07;31,53;10,44;7,81;5,69;5,71;;;0,59;0,35;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;171.809,61;6,80;1,07;0,60;2.844.039.610,50;BEES3;Banestes;8,15;+0,37%;BEES3;Financeiro;https://s3-symbol-logo.tradingview.com/banestes-on-ed--big.svg
BEES4;8,25;6,10;7,70;1,21;0,07;31,53;10,44;7,81;5,76;5,71;;;0,60;0,35;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;77.854,87;6,80;1,07;0,60;2.844.039.610,50;BEES4;Banestes;8,25;+0,00%;BEES4;Financeiro;https://s3-symbol-logo.tradingview.com/banestes-on-ed--big.svg
BGIP3;37,00;7,34;5,28;0,96;0,06;35,60;15,59;10,90;3,69;3,23;;;0,58;8,87;-0,06;;18,15;1,22;;0,07;0,93;0,11;13,57;12,55;23.233,17;38,62;7,01;0,03;696.546.470,10;BGIP3;Banese;37,00;-13,95%;BGIP3;Financeiro;https://s3-symbol-logo.tradingview.com/banese-pn-rec--big.svg
BGIP4;27,65;10,80;3,95;0,72;0,05;35,60;15,59;10,90;2,76;3,23;;;0,43;6,63;-0,05;;18,15;1,22;;0,07;0,93;0,11;13,57;12,55;67.182,81;38,62;7,01;0,02;696.546.470,10;BGIP4;Banese;27,95;+1,08%;BGIP4;Financeiro;https://s3-symbol-logo.tradingview.com/banese-pn-rec--big.svg
