STOCK;NAME;DEPARTMENT;IMAGE
PATI3;Panatlantica S.A.;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/panatlanticapn--big.svg
PATI4;Panatlantica S.A. Pfd;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/panatlanticapn--big.svg
PCAR3;Companhia Brasileira de Distribuicao;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/cia-brasileira-distr-pao-de-acucar--big.svg
PDGR3;PDG Realty SA Empreendimentos e Participacoes;Financeiro;https://s3-symbol-logo.tradingview.com/pdg-realt--big.svg
PDTC3;Padtec Holding SA;Tecnologia Eletrônica;https://s3-symbol-logo.tradingview.com/padtec-on-nm--big.svg
PEAB3;Cia Participacoes Alianca da Bahia Registered;Financeiro;https://s3-symbol-logo.tradingview.com/par-al-bahiaon--big.svg
PEAB4;Cia de Participacoes Alianca da Bahia Non-Cum Perp Pfd Registered Shs;Financeiro;https://s3-symbol-logo.tradingview.com/par-al-bahiaon--big.svg
PETR3;Petroleo Brasileiro SA;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/brasileiro-petrobras--big.svg
PETR4;Petroleo Brasileiro SA Pfd;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/brasileiro-petrobras--big.svg
PETZ3;Pet Center Comercio e Participacoes;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/petz--big.svg
PFRM3;Profarma Distribuidora de Produtos Farmaceuticos SA;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/profarma--big.svg
PGMN3;Empreendimentos Pague Menos SA;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/pague-menos-on-nm--big.svg
PINE3;Banco PINE S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/pine-pn-rec-n2--big.svg
PINE4;Banco PINE S.A. Pfd;Financeiro;https://s3-symbol-logo.tradingview.com/pine-pn-rec-n2--big.svg
PLAS3;Plascar Participacoes Industriais S.A.;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/plascar-parton--big.svg
PLPL3;Plano & Plano Desenvolvimento Imobiliario Ltda;Financeiro;https://s3-symbol-logo.tradingview.com/planoeplano-on-nm--big.svg
PMAM3;Paranapanema S.A.;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/paranapanemaon-nm--big.svg
PNVL3;Dimed S.A. Distribuidora de Medicamentos;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/dimed--big.svg
POMO3;Marcopolo SA;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/marcopolo--big.svg
POMO4;Marcopolo SA Pfd;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/marcopolo--big.svg
PORT3;Wilson Sons Holdings Brasil SA;Transportes;https://s3-symbol-logo.tradingview.com/wilson-sons-on-eb-nm--big.svg
POSI3;Positivo Tecnologia SA;Tecnologia Eletrônica;https://s3-symbol-logo.tradingview.com/positivo-tecon--big.svg
PPAR3;Polpar SA;Financeiro;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
PPLA11;PPLA Participations Ltd Units Cons of 1 BDRs A + 2 BDRs B;;https://s3-symbol-logo.tradingview.com/ppla-unt--big.svg
PRIO3;Prio SA;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/petrorio-on-nm--big.svg
PRNR3;Priner Servicos Industriais SA;Serviços Industriais;https://s3-symbol-logo.tradingview.com/priner-on-nm--big.svg
PSSA3;Porto Seguro S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/porto-seguro--big.svg
PTBL3;PBG S.A.Registered Shs;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/portobello--big.svg
PTCA3;Pratica Produtos SA;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
PTNT3;Pettenati S.A. Industria Textil;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/pettenati-on--big.svg
PTNT4;Pettenati SA Industria Textil Pfd;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/pettenati-on--big.svg
QUAL3;Qualicorp Consultoria e Corretora de Seguros S.A.;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/qualicorp-on-nm--big.svg
QUSW3;Quality Software SA;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
RADL3;Raia Drogasil S.A.;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/raiadrogasilon--big.svg
RAIL3;Rumo SA;Transportes;https://s3-symbol-logo.tradingview.com/rumo-s-a--big.svg
RAIZ4;Raizen SA Non-Cum Perp Pfd Registered Shs;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/raizen--big.svg
RANI3;Irani Papel e Embalagem SA;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/celul-irani--big.svg
RAPT3;Randoncorp S.A.;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/randon--big.svg
RAPT4;Randoncorp S.A.;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/randon--big.svg
RCSL3;Recrusul SA;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/recrusul--big.svg
RCSL4;Recrusul SA Pfd;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/recrusul--big.svg
RDNI3;Rodobens Negocios Imobiliarios S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/rni-on-nm--big.svg
RDOR3;Rede D'Or Sao Luiz SA;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/rede-d-or--big.svg
REAG3;REAG Investimentos SA;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/reaginvest-on-nm--big.svg
RECV3;Petroreconcavo SA;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/petrorecsa-on-nm--big.svg
REDE3;Rede Energia S.A.;Serviços Públicos;https://s3-symbol-logo.tradingview.com/rede-energiaon--big.svg
RENT3;Localiza Rent A Car SA;Financeiro;https://s3-symbol-logo.tradingview.com/localiza--big.svg
RNEW11;Renova Energia S.A. Certificado de Deposito de Acoes Cons of 1 Sh + 2 Pfd Shs;;https://s3-symbol-logo.tradingview.com/renova-pn-n2--big.svg
RNEW3;Renova Energia S.A.;Serviços Públicos;https://s3-symbol-logo.tradingview.com/renova-pn-n2--big.svg
RNEW4;Renova Energia S.A. Pfd;Serviços Públicos;https://s3-symbol-logo.tradingview.com/renova-pn-n2--big.svg
ROMI3;Romi SA;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/industrias-romi--big.svg
RPAD3;Alfa Holdings S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/alfa-holdingpna--big.svg
RPAD5;Alfa Holdings SA Pfd A;Financeiro;https://s3-symbol-logo.tradingview.com/alfa-holdingpna--big.svg
RPAD6;Alfa Holdings SA Pfd B;Financeiro;https://s3-symbol-logo.tradingview.com/alfa-holdingpna--big.svg
RPMG3;Refinaria de Petroleos Manguinhos S.A.;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/pet-manguinhon--big.svg
RSID3;Rossi Residencial S.A.;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/rossi-resid-on-nm--big.svg
RSUL3;Metalurgica Riosulense SA;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/riosulense-pn--big.svg
RSUL4;Metalurgica Riosulense SA Pfd;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/riosulense-pn--big.svg
SANB11;Banco Santander (Brasil) S.A. Units Cons of 1 Sh + 1 Pfd Sh;;https://s3-symbol-logo.tradingview.com/santander--big.svg
SANB3;Banco Santander (Brasil) S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/santander--big.svg
SANB4;Banco Santander (Brasil) SA Pfd;Financeiro;https://s3-symbol-logo.tradingview.com/santander--big.svg
SAPR11;Companhia de Saneamento do Parana - Sanepar Units Cons of 1 Sh + 4 Pfd Shs;;https://s3-symbol-logo.tradingview.com/sanepar--big.svg
SAPR3;Companhia de Saneamento do Parana - Sanepar;Serviços Públicos;https://s3-symbol-logo.tradingview.com/sanepar--big.svg
SAPR4;Companhia de Saneamento do Parana - Sanepar Non-Cum Perp Pfd Registered Shs;Serviços Públicos;https://s3-symbol-logo.tradingview.com/sanepar--big.svg
SBFG3;Grupo SBF S.A.;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grupo-sbf-on-nm--big.svg
SBSP3;Companhia de Saneamento Basico do Estado de Sao Paulo SABESP;Serviços Públicos;https://s3-symbol-logo.tradingview.com/sabesp--big.svg
SCAR3;Sao Carlos Empreendimentos e Participacoes SA;Financeiro;https://s3-symbol-logo.tradingview.com/sao-carlos-on-nm--big.svg
SEER3;Grupo Ser Educacional SA;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/ser-educa--big.svg
SEQL3;Sequoia Logistica e Transportes SA;Transportes;https://s3-symbol-logo.tradingview.com/sequoia-log-on-nm--big.svg
SGPS3;Springs Global Participacoes SA;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
SHOW3;T4F Entretenimento S.A.;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/time-for-fun--big.svg
SHUL3;Schulz S.A.;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/schulz--big.svg
SHUL4;Schulz S.A.Non-Cum Perp Pfd Registered Shs;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/schulz--big.svg
SIMH3;Simpar SA;Transportes;https://s3-symbol-logo.tradingview.com/jsl--big.svg
SLCE3;SLC Agricola S.A.;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/slc-agricola--big.svg
SMFT3;Smartfit Escola de Ginastica e Danca SA;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/smart-fit-on-nm--big.svg
SMTO3;Sao Martinho S.A.;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/sao-martinhoon--big.svg
SNSY3;Sansuy SA Industria de Plasticos;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/sansuy-on--big.svg
SNSY5;Sansuy SA Industria de Plasticos Pfd A;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/sansuy-on--big.svg
SNSY6;Sansuy SA Industria de Plasticos Pref Registered Shs -B-;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/sansuy-on--big.svg
SOJA3;Boa Safra Sementes SA;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/boa-safra-on-nm--big.svg
SOND3;Sondotecnica Engenharia de Solos S.A.;Serviços Industriais;https://s3-symbol-logo.tradingview.com/sondotecnicapnb--big.svg
SOND5;Sondotecnica Engenharia de Solos S.A. Pfd Shs A;Serviços Industriais;https://s3-symbol-logo.tradingview.com/sondotecnicapnb--big.svg
SOND6;Sondotecnica Engenharia de Solos S.A. Pfd Shs B;Serviços Industriais;https://s3-symbol-logo.tradingview.com/sondotecnicapnb--big.svg
SRNA3;Serena Energia SA;Serviços Públicos;https://s3-symbol-logo.tradingview.com/serena-on-nm--big.svg
STBP3;Santos Brasil Participacoes SA;Transportes;https://s3-symbol-logo.tradingview.com/santos-brp--big.svg
SUZB3;Suzano S.A.;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/suzano--big.svg
SYNE3;Syn Prop e Tech SA;Financeiro;https://s3-symbol-logo.tradingview.com/syn-prop-tecon-nm--big.svg
TAEE11;Transmissora Alianca De Energia Eletrica S.A. Unit;;https://s3-symbol-logo.tradingview.com/taesa--big.svg
TAEE3;Transmissora Alianca De Energia Eletrica S.A.;Serviços Industriais;https://s3-symbol-logo.tradingview.com/taesa--big.svg
TAEE4;Transmissora Alianca De Energia Eletrica S.A. Pfd;Serviços Industriais;https://s3-symbol-logo.tradingview.com/taesa--big.svg
TASA3;Taurus Armas S.A.;Tecnologia Eletrônica;https://s3-symbol-logo.tradingview.com/taurus-armas--big.svg
TASA4;Taurus Armas S.A. Pfd;Tecnologia Eletrônica;https://s3-symbol-logo.tradingview.com/taurus-armas--big.svg
TCSA3;Tecnisa S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/tecnisa--big.svg
TECN3;Technos S.A.;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/grupotechnos--big.svg
TELB3;Telecomunicacoes Brasileiras SA;Comunicações;https://s3-symbol-logo.tradingview.com/telebras-pn--big.svg
TELB4;Telecomunicacoes Brasileiras SA - TELEBRAS Pref.;Comunicações;https://s3-symbol-logo.tradingview.com/telebras-pn--big.svg
TEND3;Construtora Tenda SA;Financeiro;https://s3-symbol-logo.tradingview.com/tenda--big.svg
TFCO4;Track & Field Co SA Pfd Registered Shs;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/track-field-pn-n2--big.svg
TGMA3;Tegma Gestao Logistica S.A.;Transportes;https://s3-symbol-logo.tradingview.com/tegma--big.svg
TIMS3;TIM S.A.;Comunicações;https://s3-symbol-logo.tradingview.com/tim-participacoes--big.svg
TKNO3;Tekno SA Industria e Comercio;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/tekno-pn--big.svg
TKNO4;Tekno SA Industria e Comercio Pfd;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/tekno-pn--big.svg
TOKY3;Grupo Toky SA;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/mobly-on-nm--big.svg
TOTS3;TOTVS S.A.;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/totvs--big.svg
TPIS3;TPI - Triunfo Participacoes e Investimentos SA;Transportes;https://s3-symbol-logo.tradingview.com/triunfo-parton-nm--big.svg
TRAD3;TC S.A.;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/tc-on-nm--big.svg
TRIS3;Trisul S.A.;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/trisul--big.svg
TTEN3;Tres Tentos Agroindustrial SA;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/3tentos-on-nm--big.svg
TUPY3;Tupy S.A.;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/tupy--big.svg
TXRX3;Textil Renauxview S.A.;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/tex-renaux-on--big.svg
TXRX4;Textil Renauxview SA Pfd;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/tex-renaux-on--big.svg
UCAS3;Unicasa Industria de Moveis S.A.;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/unicasa-on-nm--big.svg
UGPA3;Ultrapar Participacoes S.A.;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/ultrapar-participacoes--big.svg
UNIP3;Unipar Carbocloro SA;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/unipar--big.svg
UNIP5;Unipar Carbocloro SA Pfd Class A;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/unipar--big.svg
UNIP6;Unipar Carbocloro SA Pfd Class B;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/unipar--big.svg
USIM3;Usinas Siderurgicas de Minas Gerais SA-Usiminas;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/usiminas-pna-n1--big.svg
USIM5;Usinas Siderurgicas de Minas Gerais SA-Usiminas Pfd A;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/usiminas-pna-n1--big.svg
USIM6;Usinas Siderurgicas de Minas Gerais SA-Usiminas Conv Pfd B;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/usiminas-pna-n1--big.svg
VALE3;Vale S.A.;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/vale--big.svg
VAMO3;Vamos Locacao de Caminhoes, Maquinas e Equipamentos SA;Financeiro;https://s3-symbol-logo.tradingview.com/vamos-on-nm--big.svg
VBBR3;Vibra Energia SA;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/vibra-on-nm--big.svg
VITT3;Vittia S.A.;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/vittia-on-ed-nm--big.svg
VIVA3;Vivara Participacoes SA;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/vivara-sa-on-nm--big.svg
VIVR3;Viver Incorporadora e Construtora S.A.;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/viver-on-nm--big.svg
VIVT3;Telefonica Brasil S.A.;Comunicações;https://s3-symbol-logo.tradingview.com/telefonica--big.svg
VLID3;Valid Solucoes SA;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/valid--big.svg
VSPT3;Ferrovia Centro Atlantica SA;Transportes;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
VSPT4;Ferrovia Centro Atlantica SA Pfd Registered;Transportes;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
VSTE3;Veste S.A. Estilo;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/le-lis-blanc--big.svg
VTRU3;Vitru Brasil Empreendimentos, Participacoes e Comercio S.A.;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/vitru-brasil-empreendimentos-partic-spon-ads-each-rep-one-ord-shs--big.svg
VULC3;Vulcabras SA;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/vulcabras--big.svg
VVEO3;CM Hospitalar SA;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/viveo-on-nm--big.svg
WEGE3;WEG SA;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/weg--big.svg
WEST3;Westwing Comercio Varejista SA;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/westwing-on-nm--big.svg
WHRL3;Whirlpool S.A.;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/whirlpool-on--big.svg
WHRL4;Whirlpool SA Pfd;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/whirlpool-on--big.svg
WIZC3;WIZ Co Participacoes e Corretagem de Seguros SA;Financeiro;https://s3-symbol-logo.tradingview.com/wiz-s-a--big.svg
WLMM3;WLM Participacoes e Comercio de Maquinas e Veiculos SA;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/wlm-ind-com-pn--big.svg
WLMM4;WLM Participacoes e Comercio de Maquinas e Veiculos SA Pfd;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/wlm-ind-com-pn--big.svg
YDUQ3;YDUQS Participacoes SA;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/yduqs-part-on-nm--big.svg
ZAMP3;ZAMP SA;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/burger-king--big.svg
