TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
PGMN3;3,61;7,01;14,18;0,81;0,25;31,86;5,06;1,16;3,25;5,35;2,10;0,52;0,16;1,24;-0,54;1,58;5,70;1,74;12,89;0,30;0,69;1,50;14,51;;4.887.573,05;4,46;0,25;0,24;2.247.848.576,96
PINE3;8,44;6,19;9,97;1,64;0,07;17,65;3,53;4,58;12,93;12,98;;;0,46;-1,43;-0,07;0,39;16,48;0,67;;0,04;0,96;0,15;25,71;;18.717,20;5,13;0,85;0,56;1.920.323.678,82
PINE4;8,50;6,15;10,05;1,66;0,07;17,65;3,53;4,58;13,02;12,98;;;0,46;-1,44;-0,07;0,39;16,48;0,67;;0,04;0,96;0,15;25,71;;2.403.123,38;5,13;0,85;0,57;1.920.323.678,82
PLAS3;4,99;;-0,38;-0,10;0,10;12,04;-1,85;-14,34;-2,91;-15,30;-12,39;;0,05;-0,16;-0,14;0,33;-26,34;-26,53;12,94;-1,01;2,01;1,85;22,66;;2.104,30;-50,46;-13,29;-0,02;62.002.835,82
PLPL3;17,85;5,64;10,18;3,99;1,19;33,16;17,90;12,84;7,31;7,67;0,37;0,20;1,31;1,94;-7,45;3,74;39,24;11,72;24,89;0,30;0,68;0,91;29,22;28,45;14.838.771,90;4,47;1,75;0,49;3.639.632.850,00
PMAM3;1,45;;-0,08;-0,02;0,08;-30,88;-74,88;-283,89;-0,29;-13,25;-12,96;;0,22;-0,02;-0,10;0,05;-23,04;-98,35;29,61;-4,27;5,27;0,35;-38,50;;781.701,24;-81,76;-18,84;0,02;118.077.926,85
PNVL3;9,85;3,69;12,62;1,20;0,45;31,98;4,47;2,28;6,43;10,89;4,46;0,83;0,29;1,80;-1,05;1,75;9,51;3,53;8,18;0,37;0,63;1,55;12,65;8,87;3.301.230,71;8,21;0,78;0,44;1.481.218.187,85
PNVL4;18,62;;23,85;2,27;0,84;31,98;4,47;2,28;12,15;10,89;4,46;0,83;0,54;3,40;-1,98;1,75;9,51;3,53;8,18;0,37;0,63;1,55;12,65;8,87;;8,21;0,78;0,84;1.481.218.187,85
POMO3;8,11;7,64;7,64;2,21;0,97;24,70;15,90;13,46;6,47;8,17;0,95;0,32;1,03;3,47;-2,44;1,87;28,89;12,71;12,43;0,44;0,55;0,94;14,78;43,05;3.471.905,29;3,67;1,06;0,35;10.282.852.754,93
POMO4;9,58;6,47;9,02;2,61;1,15;24,70;15,90;13,46;7,64;8,17;0,95;0,32;1,21;4,10;-2,88;1,87;28,89;12,71;12,43;0,44;0,55;0,94;14,78;43,05;65.847.278,38;3,67;1,06;0,42;10.282.852.754,93
PORT3;18,15;6,12;11,58;3,09;1,28;48,26;34,52;22,19;7,44;9,66;2,21;0,92;2,57;-51,83;-1,50;0,86;26,69;11,06;16,22;0,41;0,59;0,50;12,80;43,10;8.743.560,90;5,87;1,57;0,12;8.039.213.985,00
POSI3;4,58;5,98;-833,69;0,41;0,16;24,99;6,54;-0,02;2,89;5,61;2,73;0,38;0,19;0,50;-0,44;1,93;-0,05;-0,02;7,15;0,38;0,61;0,83;14,00;;3.115.242,29;11,27;-0,01;8,31;649.444.000,00
POWE3;10,90;;23,92;0,99;0,38;6,82;3,52;2,59;17,55;10,60;-6,96;-0,39;0,62;6,57;-0,74;1,13;4,13;1,58;3,81;0,38;0,62;0,61;;;;11,02;0,46;-1,77;977.237.930,40
PPAR3;14,60;16,25;1,04;0,05;0,03;;;;0,97;-0,84;-1,81;-0,08;;0,52;-0,03;138,77;4,34;3,11;3,66;0,72;0,28;0,00;;35,50;;323,28;14,04;0,04;2.160.800,00
PPAR4;0,00;;0,00;0,00;0,00;;;;0,00;-0,84;-1,81;-0,08;;0,00;0,00;138,77;4,34;3,11;3,66;0,72;0,28;0,00;;35,50;;323,28;14,04;0,00;2.160.800,00
PPLA11;0,91;;0,43;256,13;4,65;;;;0,43;0,43;0,00;0,00;;;-256,13;1,00;59.960,00;1.088,20;59.960,00;0,02;0,98;0,00;;;2.002,53;0,00;2,13;0,00;2.561.346,06
PRIO3;38,08;;3,22;1,30;0,62;34,70;26,83;73,88;8,88;13,63;4,75;0,70;2,38;10,79;-0,74;1,54;40,45;19,10;-8,55;0,47;0,53;0,26;54,25;75,51;242.226.446,48;29,21;11,81;0,04;34.132.862.267,84
PRNR3;17,50;0,29;90,35;2,92;0,69;21,97;7,98;0,78;8,83;12,05;3,22;1,06;0,70;2,39;-1,59;2,06;3,23;0,77;9,55;0,24;0,75;0,99;25,85;;5.478.689,38;6,00;0,19;-0,06;992.613.247,50
PSSA3;51,68;4,55;10,71;2,31;0,66;100,00;8,64;8,36;10,35;7,27;-3,08;-0,69;0,89;10,43;-1,46;1,13;21,54;6,12;13,01;0,28;0,71;0,73;14,28;17,74;140.363.256,24;22,40;4,83;0,42;33.415.567.580,80
PTBL3;4,10;;-3,94;2,32;0,16;36,20;4,42;-5,70;5,09;13,88;8,79;4,01;0,22;-7,58;-0,24;0,94;-59,00;-4,05;4,20;0,07;0,93;0,71;16,66;;544.328,24;1,76;-1,04;0,00;578.046.232,60
PTCA11;0,00;;0,00;0,00;0,00;48,09;10,21;6,85;0,00;1,66;1,66;0,57;0,00;0,00;0,00;1,99;22,96;9,15;14,32;0,40;0,60;1,34;19,72;24,32;;30,96;7,11;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;48,09;10,21;6,85;0,00;1,66;1,66;0,57;0,00;0,00;0,00;1,99;22,96;9,15;14,32;0,40;0,60;1,34;19,72;24,32;;30,96;7,11;0,00;0,00
PTNT3;8,46;3,20;10,54;0,92;0,38;14,84;6,42;4,69;7,70;8,17;2,68;0,32;0,49;1,12;-0,87;2,56;8,77;3,63;5,51;0,41;0,50;0,77;6,38;9,66;8.260,84;9,15;0,80;-0,64;290.205.971,16
PTNT4;4,83;5,61;6,02;0,53;0,22;14,84;6,42;4,69;4,39;8,17;2,68;0,32;0,28;0,64;-0,50;2,56;8,77;3,63;5,51;0,41;0,50;0,77;6,38;9,66;24.387,76;9,15;0,80;-0,37;290.205.971,16
QUAL3;2,31;0,24;76,32;0,50;0,17;85,28;12,92;0,57;3,37;8,23;4,86;0,72;0,44;-2,11;-0,25;0,79;0,65;0,23;7,08;0,35;0,65;0,40;-4,63;-53,44;3.041.889,52;4,62;0,03;-0,69;656.073.090,75
QUSW3;0,00;;0,00;0,00;0,00;91,47;51,17;38,96;0,00;1,40;1,40;0,45;0,00;0,00;0,00;1,16;24,51;9,59;13,42;0,39;0,61;0,25;-12,03;66,78;;134,48;32,96;0,00;0,00
QVQP3B;0,28;;-64.371,22;89.708,83;89.708,83;;;;-59.805,89;-59.805,26;0,63;-0,95;;89.708,83;;;-139,36;-139,36;-150,00;1,00;0,00;0,00;;;0,00;0,00;0,00;-2.479,48;8.432.630.320,52
RADL3;18,13;2,25;25,46;4,67;1,35;29,41;5,78;2,99;13,16;14,46;1,31;0,46;0,76;8,24;-3,19;1,40;18,34;5,31;20,34;0,29;0,71;1,78;17,22;9,64;161.631.452,05;3,88;0,71;1,43;31.147.470.536,00
RAIL3;14,59;5,55;42,04;2,02;0,54;46,24;30,84;4,64;6,33;9,86;3,53;1,13;1,95;8,00;-0,65;1,62;4,81;1,27;9,55;0,26;0,73;0,27;14,48;-3,68;176.384.916,38;7,21;0,35;-0,24;27.120.309.522,03
RAIZ4;1,30;;-1,88;0,74;0,10;4,48;0,68;-2,84;7,84;35,02;27,19;2,57;0,05;0,89;-0,17;1,33;-39,36;-5,07;1,45;0,13;0,87;1,79;20,39;;37.000.553,57;1,76;-0,69;0,00;13.458.262.329,20
RANI3;8,43;8,65;5,23;1,42;0,54;41,62;24,87;22,92;4,82;7,57;2,75;0,81;1,20;2,41;-0,80;3,08;27,20;10,26;11,64;0,38;0,62;0,45;12,61;;4.429.543,81;5,93;1,61;0,03;2.021.766.217,17
RANI4;5,50;;3,41;0,93;0,35;41,62;24,87;22,92;3,14;7,57;2,75;0,81;0,78;1,57;-0,52;3,08;27,20;10,26;11,64;0,38;0,62;0,45;12,61;;;5,93;1,61;0,02;2.021.766.217,17
RAPT3;6,54;3,93;11,60;0,75;0,13;25,85;9,11;1,53;1,95;8,15;6,17;2,37;0,18;0,49;-0,27;2,04;6,45;1,13;8,16;0,18;0,75;0,74;18,53;-4,46;134.948,24;8,74;0,56;-0,32;2.325.259.412,95
RAPT4;6,71;3,82;11,91;0,77;0,13;25,85;9,11;1,53;2,00;8,15;6,17;2,37;0,18;0,50;-0,28;2,04;6,45;1,13;8,16;0,18;0,75;0,74;18,53;-4,46;18.316.158,10;8,74;0,56;-0,32;2.325.259.412,95
RCSL3;1,75;;-2,62;-2,36;1,34;3,23;-281,41;-347,79;-3,23;-2,40;0,00;;9,10;-7,04;-2,01;0,64;-90,07;-51,12;72,86;-0,57;1,57;0,15;1,25;;232.420,14;-0,74;-0,67;-0,02;41.301.290,26
RCSL4;1,07;;-1,60;-1,44;0,82;3,23;-281,41;-347,79;-1,98;-2,40;0,00;;5,56;-4,30;-1,23;0,64;-90,07;-51,12;72,86;-0,57;1,57;0,15;1,25;;2.593.302,90;-0,74;-0,67;-0,01;41.301.290,26
RDNI3;2,29;;-0,72;0,52;0,08;16,57;-17,77;-33,02;-1,34;-7,96;-6,62;2,55;0,24;0,39;-0,15;1,63;-71,56;-10,43;-11,48;0,15;0,84;0,32;11,10;;18.941,71;4,45;-3,18;0,02;100.232.860,32
RDOR3;42,31;1,75;23,55;3,82;0,92;19,84;15,96;7,79;11,50;11,19;-0,30;-0,10;1,83;2,70;-1,90;2,89;16,22;3,89;11,63;0,24;0,74;0,50;30,58;28,65;167.608.973,38;11,08;1,80;0,86;96.859.969.482,90
REAG3;2,88;;30,52;1,38;1,30;83,42;-44,59;21,86;-14,96;-4,16;10,80;-1,00;6,67;1,42;-53,13;16,47;4,53;4,25;-10,90;0,94;0,06;0,19;35,82;;44.705,29;2,08;0,09;0,09;406.056.401,28
RECV3;12,96;16,92;5,79;0,86;0,53;34,86;27,31;19,55;4,14;5,42;1,28;0,26;1,13;6,09;-0,63;2,22;14,80;9,12;11,46;0,62;0,38;0,47;57,21;59,48;23.286.849,29;15,12;2,24;0,42;3.803.398.752,96
REDE3;6,29;6,64;9,47;3,04;0,42;25,42;18,21;7,48;3,89;7,87;3,98;3,11;0,71;5,43;-0,57;1,40;32,11;4,40;13,47;0,14;0,80;0,59;9,82;14,52;8.177,86;2,07;0,66;-0,49;13.273.934.022,46
RENT3;39,41;4,48;18,35;1,67;0,52;28,53;20,59;5,88;5,23;9,32;4,09;1,31;1,08;9,85;-0,67;1,33;9,12;2,86;10,29;0,31;0,69;0,49;29,60;22,76;208.222.064,05;23,54;2,15;0,36;42.666.082.575,20
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;3,44;;-3,37;0,33;0,14;-10,89;3,44;-32,12;31,44;78,88;47,45;0,50;1,08;-3,48;-0,16;0,69;-9,80;-4,19;0,32;0,43;0,57;0,13;21,43;;5.065,38;10,42;-1,02;0,01;426.770.883,47
RNEW3;1,14;;-3,35;0,33;0,14;-10,89;3,44;-32,12;31,25;78,88;47,45;0,50;1,08;-3,46;-0,15;0,69;-9,80;-4,19;0,32;0,43;0,57;0,13;21,43;;51.942,67;3,47;-0,34;0,01;426.770.883,47
RNEW4;1,13;;-3,32;0,33;0,14;-10,89;3,44;-32,12;30,98;78,88;47,45;0,50;1,07;-3,43;-0,15;0,69;-9,80;-4,19;0,32;0,43;0,57;0,13;21,43;;124.628,10;3,47;-0,34;0,01;426.770.883,47
ROMI3;8,41;11,89;8,57;0,64;0,31;27,85;6,73;7,00;8,92;14,93;6,01;0,43;0,60;0,97;-0,78;2,17;7,48;3,64;4,38;0,49;0,51;0,52;9,77;-6,76;655.782,38;13,11;0,98;-0,23;783.565.982,27
RPAD3;4,93;;-12,75;0,42;0,42;;;;-9,78;-6,67;2,95;-0,13;;3,34;-0,48;28,89;-3,33;-3,29;-4,69;0,99;0,01;0,00;;;494,50;11,61;-0,39;0,47;410.909.577,88
RPAD5;8,00;6,73;-20,69;0,69;0,68;;;;-15,87;-6,67;2,95;-0,13;;5,41;-0,78;28,89;-3,33;-3,29;-4,69;0,99;0,01;0,00;;;1.399,67;11,61;-0,39;0,76;410.909.577,88
RPAD6;4,76;;-12,31;0,41;0,41;;;;-9,44;-6,67;2,95;-0,13;;3,22;-0,47;28,89;-3,33;-3,29;-4,69;0,99;0,01;0,00;;;1.485,50;11,61;-0,39;0,45;410.909.577,88
RPMG3;2,95;;-0,12;-0,03;0,02;-14,43;-20,96;-19,19;-0,11;-0,08;0,03;;0,02;-0,06;-0,42;0,76;-22,32;-16,12;24,36;-0,72;1,72;0,84;42,58;;15.130,55;-109,81;-24,51;0,00;199.690.305,55
RSID3;1,94;;0,14;-0,04;0,08;28,74;-311,91;327,60;-0,15;-1,49;-1,34;;0,47;-0,13;-0,16;0,45;-28,42;54,91;101,17;-1,93;2,93;0,17;-41,82;;19.193,43;-47,95;13,63;0,00;39.328.075,76
RSUL3;0,00;;0,00;0,00;0,00;40,78;21,58;14,95;0,00;1,40;-0,47;-0,16;0,00;0,00;0,00;2,44;23,72;14,26;13,73;0,60;0,40;0,95;17,77;28,31;;41,78;9,91;0,00;161.940.102,50
RSUL4;64,90;;6,55;1,55;0,93;40,78;21,58;14,95;4,54;1,40;-0,47;-0,16;0,98;2,80;-2,14;2,44;23,72;14,26;13,73;0,60;0,40;0,95;17,77;28,31;111.955,90;41,78;9,91;0,83;161.940.102,50
SANB11;29,08;5,99;9,25;0,89;0,09;39,14;10,65;7,79;6,77;6,77;;;0,72;-0,21;-0,09;0,04;9,64;0,95;;0,10;0,90;0,12;13,50;-6,66;54.686.486,81;32,61;3,14;0,79;109.028.641.481,54
SANB3;13,94;5,95;8,87;0,85;0,08;39,14;10,65;7,79;6,49;6,77;;;0,69;-0,20;-0,09;0,04;9,64;0,95;;0,10;0,90;0,12;13,50;-6,66;600.070,67;16,31;1,57;0,76;109.028.641.481,54
SANB4;15,12;6,02;9,62;0,93;0,09;39,14;10,65;7,79;7,04;6,77;;;0,75;-0,22;-0,09;0,04;9,64;0,95;;0,10;0,90;0,12;13,50;-6,66;1.022.503,48;16,31;1,57;0,82;109.028.641.481,54
SAPR11;37,05;5,96;4,95;0,95;0,45;56,64;36,81;32,33;4,35;6,41;2,06;0,45;1,60;21,62;-0,51;1,21;19,20;9,08;13,74;0,47;0,53;0,28;7,71;15,94;39.749.589,76;38,99;7,48;0,10;11.198.032.895,79
SAPR3;8,02;5,10;5,36;1,03;0,49;56,64;36,81;32,33;4,71;6,41;2,06;0,45;1,73;23,40;-0,55;1,21;19,20;9,08;13,74;0,47;0,53;0,28;7,71;15,94;1.548.496,86;7,80;1,50;0,11;11.198.032.895,79
SAPR4;7,24;6,21;4,84;0,93;0,44;56,64;36,81;32,33;4,25;6,41;2,06;0,45;1,56;21,12;-0,50;1,21;19,20;9,08;13,74;0,47;0,53;0,28;7,71;15,94;5.815.132,81;7,80;1,50;0,10;11.198.032.895,79
SBFG3;13,05;4,20;8,33;1,10;0,38;49,14;7,94;5,24;5,50;9,25;3,75;0,75;0,44;3,19;-0,75;1,31;13,16;4,54;10,07;0,35;0,65;0,87;22,95;4,32;19.788.789,57;11,90;1,57;-0,46;3.191.447.056,50
SBSP3;131,22;2,84;8,03;2,22;1,01;53,06;44,30;27,76;5,03;6,34;1,31;0,58;2,23;32,36;-1,19;1,26;27,61;12,58;10,96;0,46;0,54;0,45;14,98;27,09;337.612.898,33;59,17;16,33;0,05;89.690.165.010,18
SCAR3;20,58;8,48;-24,07;0,78;0,41;42,35;20,73;-12,25;14,22;23,08;8,86;0,48;2,95;2,11;-0,56;3,68;-3,23;-1,71;2,21;0,53;0,47;0,14;6,45;;626.775,19;26,48;-0,86;0,20;1.188.234.025,02
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;10,97;1,40;15,28;1,07;0,42;58,26;15,37;4,34;4,32;6,09;1,77;0,44;0,66;5,72;-0,58;1,35;7,03;2,74;14,67;0,39;0,61;0,63;9,20;-7,48;6.390.486,00;10,21;0,72;0,00;1.412.075.513,20
SEQL3;1,38;;-0,07;-0,08;0,06;-3,27;-140,15;-142,29;-0,07;-0,98;-0,91;;0,10;-0,12;-0,07;0,24;-118,36;-88,81;-1.325,94;-0,75;1,75;0,62;7,84;;2.172.053,00;-17,18;-20,34;0,00;74.245.391,04
SGPS3;1,64;;-0,02;-0,02;0,01;-2,19;-81,65;-176,79;-0,04;-2,32;-2,29;;0,03;-0,01;-0,01;0,22;-127,05;-40,96;-137,25;-0,32;1,32;0,23;-12,92;;0,00;-76,40;-97,07;0,00;16.400.000,00
SHOW3;6,02;;-0,78;0,32;0,10;26,99;-14,63;-34,05;-1,81;-0,32;1,49;-0,26;0,26;1,10;-0,24;1,19;-40,57;-13,04;-13,87;0,32;0,67;0,38;-15,90;;365.801,67;19,08;-7,74;0,00;40.582.397,24
SHUL3;27,31;0,82;36,16;6,45;3,48;25,67;14,04;13,40;34,50;17,91;-0,35;-0,06;4,84;8,06;-9,73;3,04;17,83;9,61;10,75;0,54;0,46;0,72;12,91;22,68;0,00;4,24;0,76;-150,28;5.166.840.802,76
SHUL4;4,87;7,76;6,45;1,15;0,62;25,67;14,04;13,40;6,15;17,91;-0,35;-0,06;0,86;1,44;-1,74;3,04;17,83;9,61;10,75;0,54;0,46;0,72;12,91;22,68;2.196.824,29;4,24;0,76;-26,80;5.166.840.802,76
SIMH3;5,94;1,18;-13,59;1,54;0,06;25,94;16,44;-0,89;0,74;7,30;6,57;13,73;0,12;0,57;-0,09;1,46;-11,36;-0,45;10,82;0,04;0,92;0,51;33,49;;18.574.512,48;3,85;-0,44;0,68;5.185.860.766,02
SLCE3;16,76;3,26;11,10;1,43;0,42;29,16;18,88;7,62;4,48;8,00;3,52;1,13;0,85;2,28;-0,75;1,73;12,93;3,80;11,88;0,29;0,70;0,50;20,74;16,54;30.869.770,57;11,68;1,51;0,60;7.430.206.040,16
SLED3;3,21;;0,45;-0,08;0,48;47,85;73,94;92,71;0,56;0,95;0,65;;0,42;-0,20;-0,72;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,02;16.497.692,59
SLED4;1,60;;0,22;-0,04;0,24;47,85;73,94;92,71;0,28;0,95;0,65;;0,21;-0,10;-0,36;0,12;-18,07;107,04;-15,91;-5,92;6,92;1,15;-45,03;;;-39,57;7,15;-0,01;16.497.692,59
SMFT3;26,08;2,46;29,36;2,76;0,84;42,37;23,11;8,25;10,48;12,64;2,17;0,57;2,42;12,56;-1,08;1,45;9,41;2,87;12,05;0,31;0,69;0,35;22,98;;70.701.811,76;9,44;0,89;-0,74;15.576.281.382,24
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;20,63;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;17,50;5,19;11,34;0,87;0,27;23,13;19,76;6,96;3,99;9,37;5,38;1,17;0,79;1,57;-0,38;2,43;7,66;2,36;8,17;0,31;0,69;0,34;14,16;-4,29;32.831.004,95;20,15;1,54;-0,18;5.817.619.342,50
SNSY3;11,00;;-0,45;-0,04;0,15;22,85;12,17;-19,45;0,71;2,24;1,85;;0,09;-0,80;-0,35;0,76;-9,02;-33,26;-6,27;-3,69;4,72;1,71;15,69;;6.600,00;-272,81;-24,61;0,00;46.688.876,00
SNSY5;3,45;;-0,14;-0,01;0,05;22,85;12,17;-19,45;0,22;2,24;1,85;;0,03;-0,25;-0,11;0,76;-9,02;-33,26;-6,27;-3,69;4,72;1,71;15,69;;4.517,00;-272,81;-24,61;0,00;46.688.876,00
SNSY6;11,51;;-0,47;-0,04;0,16;22,85;12,17;-19,45;0,75;2,24;1,85;;0,09;-0,84;-0,37;0,76;-9,02;-33,26;-6,27;-3,69;4,72;1,71;15,69;;0,00;-272,81;-24,61;0,00;46.688.876,00
SOJA3;11,11;2,68;14,84;1,11;0,42;13,35;7,95;5,22;9,74;11,61;1,87;0,21;0,77;0,87;-1,41;3,21;7,48;2,82;4,78;0,38;0,45;0,54;35,41;30,59;3.289.069,48;10,00;0,75;-0,21;1.503.429.019,84
SOMA3;5,95;;2,96;0,80;0,49;56,80;-46,46;29,33;-1,87;-2,32;-0,45;0,19;0,87;2,01;-0,84;2,36;27,15;16,44;-47,20;0,61;0,39;0,56;37,72;80,87;99.716.529,00;7,40;2,01;0,01;4.669.246.869,35
SOND3;47,00;12,13;4,43;1,80;0,99;31,30;17,61;12,21;3,07;2,58;-0,93;-0,54;0,54;3,92;-2,35;1,76;40,57;22,25;22,92;0,55;0,45;1,82;25,49;42,82;0,00;26,14;10,61;0,02;131.716.509,00
SOND5;54,98;11,41;5,18;2,10;1,15;31,30;17,61;12,21;3,59;2,58;-0,93;-0,54;0,63;4,58;-2,75;1,76;40,57;22,25;22,92;0,55;0,45;1,82;25,49;42,82;3.864,33;26,14;10,61;0,02;131.716.509,00
SOND6;57,11;10,98;5,38;2,18;1,20;31,30;17,61;12,21;3,73;2,58;-0,93;-0,54;0,66;4,76;-2,86;1,76;40,57;22,25;22,92;0,55;0,45;1,82;25,49;42,82;7.600,67;26,14;10,61;0,02;131.716.509,00
SPRT3B;76,40;;-1.707,98;3.026,97;2.817,07;;;;-1.708,97;-1.708,36;0,60;-1,07;;3.026,97;;14,42;-177,23;-164,94;-177,12;0,93;0,07;0,00;;;;0,03;-0,04;-46,02;370.531.748,80
SQIA3;27,37;;-110,33;3,70;1,49;42,19;6,45;-3,26;55,72;60,18;4,46;0,30;3,59;25,87;-1,84;1,43;-3,35;-1,35;2,68;0,40;0,58;0,41;35,51;;;7,40;-0,25;0,62;2.406.971.773,64
SRNA3;12,27;;105,08;1,42;0,38;28,37;24,27;1,37;5,95;14,18;8,23;1,96;1,44;47,29;-0,45;1,06;1,35;0,36;6,85;0,27;0,73;0,26;;;53.642.365,14;8,64;0,12;-1,42;7.640.903.922,12
STBP3;14,37;3,54;15,25;15,49;2,25;57,10;44,73;24,53;8,36;9,79;1,42;2,64;3,74;76,14;-2,80;1,18;101,58;14,75;25,28;0,15;0,85;0,60;24,45;121,20;72.155.289,14;0,93;0,94;0,80;12.418.128.202,53
STKF3;0,00;;0,00;0,00;0,00;54,65;36,95;23,68;0,00;3,27;3,27;0,25;0,00;0,00;0,00;3,14;4,97;3,15;4,97;0,63;0,37;0,13;24,60;27,74;;8,19;0,41;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;21,15;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;20,76;;48,73;1,06;0,29;4,25;-3,34;0,83;-12,06;7,41;19,47;-1,71;0,40;0,79;-0,85;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;313.020.093,00;19,64;0,43;-0,88;8.840.533.965,20
SULA3;7,43;;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;7,41;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,95;8.840.533.965,20
SULA4;7,63;;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;7,41;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,97;8.840.533.965,20
SUZB3;50,55;3,99;8,17;1,48;0,40;37,73;26,63;15,25;4,68;9,89;5,22;1,65;1,25;2,34;-0,53;3,16;18,13;4,91;2,23;0,27;0,73;0,32;12,75;;191.199.248,19;34,12;6,19;0,00;63.901.145.438,25
SYNE3;5,05;9,08;6,55;0,74;0,28;52,55;51,05;36,56;4,69;3,22;-1,47;-0,23;2,39;1,40;-0,39;3,39;11,34;4,28;4,98;0,38;0,35;0,12;23,59;29,12;9.187.611,43;6,80;0,77;-0,09;770.854.447,25
TAEE11;35,69;8,29;6,86;1,62;0,57;61,76;70,51;41,48;4,04;7,13;3,09;1,24;2,85;20,08;-0,67;1,24;23,54;8,33;15,62;0,35;0,65;0,20;15,68;12,33;52.775.029,86;22,10;5,20;0,45;12.295.165.990,83
TAEE3;11,86;8,32;6,84;1,61;0,57;61,76;70,51;41,48;4,02;7,13;3,09;1,24;2,84;20,02;-0,67;1,24;23,54;8,33;15,62;0,35;0,65;0,20;15,68;12,33;612.191,43;7,37;1,73;0,45;12.295.165.990,83
TAEE4;11,97;8,24;6,90;1,63;0,58;61,76;70,51;41,48;4,06;7,13;3,09;1,24;2,86;20,20;-0,68;1,24;23,54;8,33;15,62;0,35;0,65;0,20;15,68;12,33;1.041.421,19;7,37;1,73;0,45;12.295.165.990,83
TASA3;5,43;3,73;6,39;0,59;0,30;35,63;9,15;7,56;5,27;9,21;4,24;0,48;0,48;1,14;-0,70;1,81;9,29;4,62;5,25;0,50;0,50;0,61;10,85;22,22;97.592,14;9,15;0,85;0,13;713.165.536,43
TASA4;4,94;4,10;5,81;0,54;0,27;35,63;9,15;7,56;4,80;9,21;4,24;0,48;0,44;1,04;-0,64;1,81;9,29;4,62;5,25;0,50;0,50;0,61;10,85;22,22;2.246.818,86;9,15;0,85;0,11;713.165.536,43
TCNO3;1,20;;-7,52;-8,40;0,03;;;;-6,81;-34,51;-28,98;;;-0,08;-0,04;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,28;6.451.072,50
TCNO4;0,85;;-5,33;-5,95;0,02;;;;-4,82;-34,51;-28,98;;;-0,06;-0,03;0,28;-111,63;-0,45;-3,55;0,00;1,00;0,00;;;;-0,14;-0,16;-0,20;6.451.072,50
TCSA3;1,69;;-0,76;0,39;0,11;-20,85;-40,32;-57,81;-1,09;-5,46;-4,37;1,56;0,44;-0,31;-0,15;0,46;-51,23;-14,26;-13,72;0,28;0,72;0,25;5,16;;101.309,71;4,34;-2,22;-0,02;124.416.498,70
TECN3;6,71;3,56;6,64;0,99;0,60;54,89;16,25;14,18;5,80;6,22;0,43;0,07;0,94;1,33;-1,79;3,17;14,95;9,08;11,43;0,61;0,39;0,64;4,83;;287.122,71;6,76;1,01;-2,70;415.055.202,65
TEKA3;42,50;;-0,13;-0,01;0,02;24,58;-4,48;-52,80;-1,47;-43,28;-42,29;;0,07;-0,01;-0,02;0,05;-7,76;-13,93;0,97;-1,80;2,80;0,26;14,82;;0,00;-4.378,29;-339,62;-0,01;14.260.237,50
