TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;STOCK;DEPARTMENT;IMAGE;isFinancial
ESPA3;1,21;0,14;45,48;0,50;0,20;32,97;14,50;0,92;2,88;7,03;4,15;0,72;0,42;1,30;-0,37;1,48;1,10;0,43;8,63;0,39;0,61;0,47;9,72;-28,38;461.160,83;2,41;0,03;-0,26;437.321.909,86;ESPA3;Espaçolaser;ESPA3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/espacolaser-on-nm--big.svg;False
ESTR3;5,10;;-1,59;-0,07;0,12;39,41;-3,79;-16,12;-6,77;-26,07;-18,84;;0,26;-0,05;-0,19;0,15;-4,38;-7,31;1,28;-1,67;2,67;0,45;6,61;;1.385,50;-73,28;-3,21;0,48;43.974.240,00;ESTR3;Estrela;ESTR3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/estrela-pn--big.svg;False
ESTR4;5,61;;-1,75;-0,08;0,13;39,41;-3,79;-16,12;-7,45;-26,07;-18,84;;0,28;-0,06;-0,21;0,15;-4,38;-7,31;1,28;-1,67;2,67;0,45;6,61;;4.083,92;-73,28;-3,21;0,53;43.974.240,00;ESTR4;Estrela;ESTR4;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/estrela-pn--big.svg;False
ETER3;4,52;1,97;5,98;0,34;0,21;21,04;2,51;3,95;9,41;14,32;4,91;0,18;0,24;1,30;-0,35;1,65;5,65;3,44;-1,26;0,61;0,39;0,87;18,91;;325.880,30;13,38;0,76;-0,10;279.230.119,00;ETER3;Eternit;ETER3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/eternit--big.svg;False
EUCA3;21,99;3,04;7,87;0,75;0,43;35,05;14,79;8,47;4,51;5,04;1,21;0,20;0,67;2,20;-0,68;2,11;9,49;5,45;10,01;0,57;0,43;0,64;13,37;31,55;10.282,07;29,45;2,79;-0,21;1.730.503.275,00;EUCA3;Eucatex;EUCA3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/eucatex-pn-n1--big.svg;False
EUCA4;17,00;4,33;6,08;0,58;0,33;35,05;14,79;8,47;3,48;5,04;1,21;0,20;0,52;1,70;-0,53;2,11;9,49;5,45;10,01;0,57;0,43;0,64;13,37;31,55;538.517,17;29,45;2,79;-0,16;1.730.503.275,00;EUCA4;Eucatex;EUCA4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/eucatex-pn-n1--big.svg;False
EVEN3;7,75;5,16;-73,55;0,82;0,30;27,87;0,98;-1,41;106,03;119,88;13,85;0,11;1,04;0,50;-1,28;4,80;-1,11;-0,41;-0,22;0,37;0,58;0,29;2,43;;3.009.274,52;9,48;-0,11;0,68;1.550.000.000,00;EVEN3;Even;EVEN3;Financeiro;https://s3-symbol-logo.tradingview.com/even--big.svg;False
EZTC3;16,41;8,39;7,35;0,72;0,52;37,76;25,19;29,61;8,64;9,45;0,81;0,07;2,18;1,30;-0,93;9,37;9,83;7,02;5,71;0,71;0,27;0,24;14,17;11,90;14.991.421,30;22,70;2,23;0,09;3.626.431.180,23;EZTC3;EZTEC;EZTC3;Financeiro;https://s3-symbol-logo.tradingview.com/eztec--big.svg;False
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84;;;;;;False
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84;;;;;;False
FESA3;11,41;3,98;14,79;1,20;0,94;17,41;4,02;11,38;41,88;23,08;-7,01;-0,20;1,68;3,15;-1,63;3,46;8,09;6,37;2,54;0,79;0,21;0,56;11,82;4,26;2.443,94;9,54;0,77;0,74;2.894.857.750,00;FESA3;Ferbasa;FESA3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/ferbasa--big.svg;False
FESA4;6,59;7,43;8,54;0,69;0,54;17,41;4,02;11,38;24,19;23,08;-7,01;-0,20;0,97;1,82;-0,94;3,46;8,09;6,37;2,54;0,79;0,21;0,56;11,82;4,26;2.692.133,17;9,54;0,77;0,43;2.894.857.750,00;FESA4;Ferbasa;FESA4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/ferbasa--big.svg;False
FHER3;4,38;;-0,37;-0,21;0,07;3,26;-5,22;-14,16;-1,00;0,18;1,18;;0,05;-0,60;-0,28;0,87;-57,04;-18,75;47,70;-0,33;1,33;1,32;31,29;;17.429,00;-20,73;-11,83;-0,04;235.894.903,92;FHER3;Fertilizantes Heringer;FHER3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/fer-heringeron-nm--big.svg;False
FICT3;3,13;;-5,75;-13,99;26,48;94,10;23,53;121,30;-29,61;-30,56;-0,94;;;-118,86;-31,29;0,41;-243,57;-460,83;1.174,00;-1,89;2,89;-3,80;;;49.709,65;-0,22;-0,54;0,03;137.288.701,65;FICT3;Fictor Alimentos;FICT3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/fictoralimenon--big.svg;True
FIEI3;22,20;;-106,90;0,69;0,51;58,31;-10,64;-22,97;-230,78;-284,20;-53,42;0,16;24,55;5,54;-0,64;1,81;-0,64;-0,48;-0,49;0,74;0,26;0,02;-40,55;;16.622,08;32,25;-0,21;1,11;53.771.796,60;FIEI3;Fica;FIEI3;Financeiro;https://s3-symbol-logo.tradingview.com/fica-on--big.svg;False
FIGE3;11,94;;2,13;0,16;0,15;100,00;92,61;63,32;1,46;0,49;;;1,35;14.112,70;-0,15;;7,41;7,23;;0,97;0,03;0,11;6,80;11,25;0,00;75,50;5,60;0,11;9.457.960,56;;;FIGE3;Financeiro;https://s3-symbol-logo.tradingview.com/invest-bemgeon--big.svg;True
FIGE4;0,00;;0,00;0,00;0,00;100,00;92,61;63,32;0,00;0,49;;;0,00;0,00;0,00;;7,41;7,23;;0,97;0,03;0,11;6,80;11,25;;75,50;5,60;0,00;9.457.960,56;;;FIGE4;Financeiro;https://s3-symbol-logo.tradingview.com/invest-bemgeon--big.svg;True
FIQE3;4,57;5,89;9,29;1,31;0,72;50,88;26,25;16,54;5,85;6,69;0,83;0,19;1,54;8,35;-0,95;1,56;14,08;7,73;9,07;0,55;0,45;0,47;44,39;37,24;998.131,78;3,50;0,49;-0,28;1.654.566.713,13;FIQE3;Unifique;FIQE3;Comunicações;https://s3-symbol-logo.tradingview.com/unifique-on-nm--big.svg;False
FLEX3;0,00;;0,00;0,00;0,00;19,49;-100,31;-141,80;0,00;-0,43;-0,43;;0,00;0,00;0,00;0,11;-81,00;-290,31;83,68;-3,58;4,58;2,05;-5,08;;;-132,45;-107,28;0,00;0,00;;;;;;False
FLRY3;15,92;6,26;14,37;1,62;0,67;26,92;15,06;7,73;7,38;10,15;2,78;0,61;1,11;3,32;-1,00;2,51;11,27;4,64;9,10;0,41;0,58;0,60;21,48;14,18;51.561.946,00;9,83;1,11;9,34;8.711.281.133,92;FLRY3;Fleury;FLRY3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/fleury-on-nm--big.svg;False
FNCN3;14,25;;-0,04;0,03;0,00;-82,62;-98,66;-59,20;-0,02;-0,02;;;0,02;0,01;-0,02;1,56;-65,31;-10,62;;0,16;0,84;0,18;187,45;;;555,08;-362,52;0,00;13.021.336,50;;;;;;True
FRAS3;22,49;2,73;18,75;2,89;0,95;33,43;14,24;6,95;9,15;11,95;2,80;0,88;1,30;3,59;-1,82;2,24;15,40;5,07;12,27;0,33;0,67;0,73;23,77;55,58;7.757.074,57;7,79;1,20;-23,81;6.304.736.196,59;FRAS3;Fras-le;FRAS3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/fras-le-on-n1--big.svg;False
FRIO3;209,99;;129,01;3,76;0,67;17,24;7,81;0,43;7,06;10,70;3,64;1,94;0,55;4,47;-2,16;1,28;2,91;0,52;12,52;0,18;0,78;1,21;8,13;-14,03;10.499,50;55,90;1,63;-0,69;1.320.058.667,07;;;FRIO3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/metalfrio-on-nm--big.svg;False
FRTA3;1,31;;-0,49;-0,04;0,09;16,57;-16,43;-72,29;-2,17;-56,86;-54,68;;0,36;-0,03;-0,10;0,03;-7,17;-17,77;17,57;-2,48;3,48;0,25;7,62;;;-36,95;-2,65;-0,11;2.690.223,86;;;;;;False
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00;;;;;;True
G2DI33;1,65;;-7,43;0,25;0,24;100,00;312,74;381,68;-9,07;-11,04;-1,97;0,06;;-5,68;-0,24;0,12;-3,41;-3,20;-2,64;0,94;0,06;-0,01;;;45.251,61;6,50;-0,22;0,09;189.843.040,20;;;G2DI33;Financeiro;https://s3-symbol-logo.tradingview.com/g2d-invest-dr3--big.svg;True
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40;;;;;;False
GEPA3;35,99;19,49;11,33;1,94;0,96;43,73;40,60;24,02;6,70;6,78;0,13;0,04;2,72;-14,08;-1,21;0,76;17,08;8,43;14,05;0,49;0,51;0,35;1,08;3,23;6.836,57;18,60;3,18;-0,93;3.367.805.649,39;GEPA3;Rio Paranapanema Energia;GEPA3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ger-paranap-pn--big.svg;False
GEPA4;35,50;19,76;11,18;1,91;0,94;43,73;40,60;24,02;6,61;6,78;0,13;0,04;2,69;-13,89;-1,19;0,76;17,08;8,43;14,05;0,49;0,51;0,35;1,08;3,23;30.111,25;18,60;3,18;-0,92;3.367.805.649,39;GEPA4;Rio Paranapanema Energia;GEPA4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ger-paranap-pn--big.svg;False
GETT11;10,00;;31,44;5,16;0,34;41,43;18,41;17,71;30,25;;0,99;0,17;5,57;13,05;-8,16;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;0,00;1,94;0,32;0,47;;;;;;;True
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,11;;;;;;;True
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,11;;;;;;;True
GFSA3;8,29;;-2,49;0,05;0,02;-8,21;-3,09;-3,83;-3,09;-50,65;-47,56;0,71;0,10;0,08;-0,04;1,62;-1,86;-0,72;-4,60;0,39;0,61;0,19;20,38;;5.323.585,87;179,36;-3,33;0,13;92.534.778,93;GFSA3;Gafisa;GFSA3;Financeiro;https://s3-symbol-logo.tradingview.com/gafisa--big.svg;False
GGBR3;14,88;4,30;9,17;0,55;0,35;12,41;8,66;4,73;5,01;6,97;1,52;0,17;0,43;1,38;-0,56;2,89;5,95;3,76;6,18;0,63;0,37;0,80;11,07;22,12;373.376,78;27,27;1,62;-0,26;32.621.832.099,62;GGBR3;Gerdau;GGBR3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/gerdau--big.svg;False
GGBR4;16,93;3,78;10,43;0,62;0,39;12,41;8,66;4,73;5,70;6,97;1,52;0,17;0,49;1,57;-0,64;2,89;5,95;3,76;6,18;0,63;0,37;0,80;11,07;22,12;118.053.827,48;27,27;1,62;-0,29;32.621.832.099,62;GGBR4;Gerdau;GGBR4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/gerdau--big.svg;False
GGPS3;19,14;1,69;19,95;3,47;0,91;14,47;8,31;3,91;9,39;11,02;1,63;0,60;0,78;3,10;-1,89;2,33;17,38;4,57;13,39;0,26;0,74;1,17;27,93;25,07;26.388.487,83;5,52;0,96;-6,96;12.963.152.636,28;GGPS3;GPS;GGPS3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/gps-on-nm--big.svg;False
GMAT3;6,89;2,48;10,95;1,52;0,76;22,93;6,92;4,14;6,55;7,01;0,46;0,11;0,45;2,29;-1,81;2,34;13,84;6,94;18,19;0,50;0,49;1,68;31,90;33,18;26.466.507,83;4,54;0,63;0,87;15.491.957.156,26;GMAT3;Grupo Mateus;GMAT3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grupo-mateuson-nm--big.svg;False
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05;;;;;;False
GOAU3;9,67;3,52;8,54;0,50;0,11;12,41;8,64;1,63;1,61;3,15;1,52;0,47;0,14;0,44;-0,18;2,89;5,81;1,29;6,66;0,22;0,37;0,80;11,07;21,50;220.604,43;19,50;1,13;-0,24;9.684.566.477,04;GOAU3;Metalúrgica Gerdau;GOAU3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/gerdau--big.svg;False
GOAU4;9,79;3,47;8,64;0,50;0,11;12,41;8,64;1,63;1,63;3,15;1,52;0,47;0,14;0,45;-0,18;2,89;5,81;1,29;6,66;0,22;0,37;0,80;11,07;21,50;47.820.687,43;19,50;1,13;-0,25;9.684.566.477,04;GOAU4;Metalúrgica Gerdau;GOAU4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/gerdau--big.svg;False
GOLL4;0,80;;-1.201,75;-462,30;280,60;24,31;-3,85;-29,13;-9.096,66;-1.209,69;-15,43;;350,11;-1.687,93;-406,79;0,65;-38,47;-23,35;-713,14;-0,61;1,61;0,80;6,65;;39.602.008,00;0,00;0,00;-8,45;962.683.405.967,82;;;;;;False
GPAR3;15,05;;31,46;1,49;1,36;55,49;-7,86;114,89;-460,14;-369,10;91,04;-0,29;36,15;4,10;-2,08;27,17;4,74;4,33;-2,27;0,91;0,09;0,04;-31,17;-9,42;1.505,00;10,10;0,48;-0,39;1.199.131.355,10;GPAR3;CELGPAR;GPAR3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celgpar-on--big.svg;False
GPIV33;4,42;;-2,31;0,23;0,12;100,00;346,80;157,05;-1,04;0,25;1,29;-0,28;;0,89;-0,15;3,34;-9,85;-5,19;-13,20;0,53;0,14;-0,03;;;308.564,00;19,47;-1,92;0,01;299.388.200,54;;;;;;True
GRAO3;0,00;;0,00;0,00;0,00;4,40;3,89;1,28;0,00;1,51;1,51;1,18;0,00;0,00;0,00;0,92;25,93;4,44;21,91;0,17;0,76;3,46;41,49;84,79;;1,82;0,47;0,00;0,00;;;GRAO3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
GRND3;5,19;11,23;5,77;1,16;1,05;47,38;19,68;29,72;8,72;6,26;-2,47;-0,33;1,72;1,88;-3,03;6,97;20,17;18,20;10,73;0,90;0,10;0,61;4,88;10,38;6.547.924,22;4,46;0,90;0,14;4.682.210.400,00;GRND3;Grendene;GRND3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/grendene--big.svg;False
GSHP3;2,95;;-0,02;0,00;0,00;67,17;-47,19;-147,93;-0,06;-23,79;-23,72;;0,03;-0,11;-0,01;0,76;-20,54;-23,62;-13,47;-1,15;2,15;0,16;5,33;;1.383,61;-694,10;-142,56;0,00;5.689.868,55;GSHP3;General Shopping & Outlets;GSHP3;Financeiro;https://s3-symbol-logo.tradingview.com/generalshoppon--big.svg;True
GUAR3;9,47;1,24;11,48;0,86;0,35;59,87;8,46;4,05;5,49;6,39;0,90;0,14;0,47;1,72;-0,93;1,48;7,45;3,04;9,15;0,41;0,59;0,75;4,29;-7,03;7.492.493,52;11,07;0,82;0,04;4.727.424.000,00;GUAR3;Guararapes;GUAR3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/guararapes--big.svg;False
HAGA3;1,84;;25,18;-0,43;0,33;21,27;-5,59;3,01;-13,58;7,65;17,69;;0,76;0,62;-2,94;2,46;-1,70;1,30;6,17;-0,76;1,76;0,43;4,63;-19,07;6.822,86;-4,30;0,07;-0,34;16.184.000,24;HAGA3;Haga;HAGA3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/haga-s-a-on--big.svg;False
HAGA4;1,12;;15,33;-0,26;0,20;21,27;-5,59;3,01;-8,27;7,65;17,69;;0,46;0,38;-1,79;2,46;-1,70;1,30;6,17;-0,76;1,76;0,43;4,63;-19,07;5.385,68;-4,30;0,07;-0,21;16.184.000,24;HAGA4;Haga;HAGA4;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/haga-s-a-on--big.svg;False
HAPV3;35,29;;-37,06;0,37;0,24;13,87;4,65;-1,62;12,93;15,51;2,58;0,07;0,60;2,83;-0,29;2,05;-0,99;-0,64;2,16;0,65;0,35;0,40;38,69;;134.449.248,83;96,64;-0,95;2,40;17.737.843.896,36;HAPV3;Hapvida;HAPV3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/hapvida--big.svg;False
HBOR3;3,57;2,83;9,51;0,33;0,07;33,57;16,64;4,06;2,32;9,75;7,43;1,05;0,39;0,26;-0,15;2,31;3,44;0,78;3,94;0,23;0,56;0,19;-0,32;;4.072.217,91;10,92;0,38;-2,04;477.848.327,04;HBOR3;Helbor;HBOR3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/helbor--big.svg;False
HBRE3;4,72;;22,28;0,24;0,09;68,54;144,64;11,20;1,73;6,88;5,16;0,73;2,50;1,86;-0,10;1,87;1,09;0,42;5,77;0,39;0,44;0,04;19,12;-35,38;2.025.750,61;19,45;0,21;-0,28;487.051.990,32;HBRE3;HBR Realty;HBRE3;Financeiro;https://s3-symbol-logo.tradingview.com/hbr-realty-on-nm--big.svg;True
HBSA3;3,38;;-11,77;2,09;0,67;20,12;-0,53;-23,61;-520,21;-819,25;-299,05;1,20;2,78;3,23;-1,02;2,49;-17,73;-5,68;-0,97;0,32;0,68;0,24;7,59;;6.874.618,04;1,62;-0,29;-0,20;4.598.093.333,34;HBSA3;Hidrovias do Brasil;HBSA3;Transportes;https://s3-symbol-logo.tradingview.com/hidrovias-on-nm--big.svg;False
HBTS3;0,00;;0,00;0,00;0,00;26,86;24,34;41,66;0,00;;12,17;0,35;0,00;0,00;0,00;1,17;4,90;1,93;0,81;0,39;0,61;0,05;;;;72,20;3,54;0,00;;;;HBTS3;Financeiro;https://s3-symbol-logo.tradingview.com/habitasul-pna--big.svg;True
HBTS5;30,30;;8,57;0,42;0,17;26,86;24,34;41,66;14,66;;12,17;0,35;3,57;11,40;-0,18;1,17;4,90;1,93;0,81;0,39;0,61;0,05;;;14.894,40;72,20;3,54;-0,10;;HBTS5;Habitasul;HBTS5;Financeiro;https://s3-symbol-logo.tradingview.com/habitasul-pna--big.svg;True
HBTS6;0,00;;0,00;0,00;0,00;26,86;24,34;41,66;0,00;;12,17;0,35;0,00;0,00;0,00;1,17;4,90;1,93;0,81;0,39;0,61;0,05;;;;72,20;3,54;0,00;;;;HBTS6;Financeiro;https://s3-symbol-logo.tradingview.com/habitasul-pna--big.svg;True
HETA3;96,00;;42,72;-0,14;4,29;100,00;87,16;26,19;12,84;89,84;85,10;;11,19;-12,01;-4,77;0,22;-0,33;10,03;-13,61;-30,67;31,67;0,38;30,24;-19,72;0,00;-686,97;2,25;-0,04;18.064.640,81;;;HETA3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/hercules-pn--big.svg;False
HETA4;4,81;;2,14;-0,01;0,21;100,00;87,16;26,19;0,64;89,84;85,10;;0,56;-0,60;-0,24;0,22;-0,33;10,03;-13,61;-30,67;31,67;0,38;30,24;-19,72;240,50;-686,97;2,25;0,00;18.064.640,81;;;HETA4;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/hercules-pn--big.svg;False
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-13,60;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50;;;;;;False
HOOT3;0,00;;0,00;0,00;0,00;68,48;77,70;58,28;0,00;0,01;-0,22;;0,00;0,00;0,00;0,73;-318,73;21,15;-187,24;-0,07;1,13;0,36;12,34;;;-1,88;5,98;0,00;33.077.929,86;;;HOOT3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/hoteis-othonpn--big.svg;False
HOOT4;4,19;;0,70;-2,23;0,15;68,48;77,70;58,28;0,53;0,01;-0,22;;0,41;-2,06;-0,18;0,73;-318,73;21,15;-187,24;-0,07;1,13;0,36;12,34;;30.846,91;-1,88;5,98;0,01;33.077.929,86;HOOT4;Hotéis Othon;HOOT4;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/hoteis-othonpn--big.svg;False
HYPE3;23,10;5,06;19,70;1,22;0,60;56,10;14,62;11,15;15,02;22,87;7,84;0,64;2,20;12,46;-0,79;1,26;6,19;3,06;-0,17;0,49;0,51;0,27;17,70;-8,60;42.279.263,74;18,93;1,17;-0,35;14.632.021.011,30;HYPE3;Hypera;HYPE3;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/hypera--big.svg;False
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38;;;;;;True
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38;;;;;;True
IFCM3;0,20;;-1,89;-2,22;0,31;30,28;-5,88;-24,94;-8,04;-23,66;-15,62;;0,47;1,81;-0,61;1,51;-117,38;-16,12;-9,03;-0,14;1,14;0,65;50,42;;1.388.829,43;-0,09;-0,11;0,02;447.774.222,00;IFCM3;Infracommerce;IFCM3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/infracomm-dm-100--big.svg;False
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;;-520,56;312,87;0,00;220.074.791,04;;;;;;True
IGSN3;0,00;;0,00;0,00;0,00;34,62;23,30;-14,71;0,00;16,59;16,59;3,09;0,00;0,00;0,00;1,71;-11,74;-2,42;2,63;0,21;0,79;0,16;23,90;;;6,59;-0,77;0,00;0,00;;;IGSN3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
IGTA3;33,00;;10,17;1,34;0,82;68,87;74,23;47,67;6,53;7,28;0,75;0,15;4,85;3,24;-1,19;5,84;13,20;8,09;11,02;0,61;0,39;0,17;7,14;11,55;;24,60;3,25;0,17;5.444.845.626,00;;;;;;True
IGTI11;24,37;2,77;17,53;2,17;1,01;72,07;74,54;40,96;9,64;8,67;2,34;0,53;7,18;4,73;-1,42;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;40.532.256,48;11,23;1,39;0,27;6.436.337.061,10;IGTI11;Iguatemi;IGTI11;;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI11;24,37;2,77;17,53;2,17;1,01;72,07;74,54;40,96;9,64;8,67;2,34;0,53;7,18;4,73;-1,42;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;40.532.256,48;11,23;1,39;0,27;6.436.337.061,10;IGTI11;Jereissati Participações;IGTI11;;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI3;2,80;3,44;6,04;0,75;0,35;72,07;74,54;40,96;3,32;8,67;2,34;0,53;2,48;1,63;-0,49;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;88.455,87;3,74;0,46;0,09;6.436.337.061,10;IGTI3;Iguatemi;IGTI3;Financeiro;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI3;2,80;3,44;6,04;0,75;0,35;72,07;74,54;40,96;3,32;8,67;2,34;0,53;2,48;1,63;-0,49;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;88.455,87;3,74;0,46;0,09;6.436.337.061,10;IGTI3;Jereissati Participações;IGTI3;Financeiro;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI4;10,74;2,69;23,18;2,87;1,33;72,07;74,54;40,96;12,74;8,67;2,34;0,53;9,50;6,26;-1,88;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;1.046,50;3,74;0,46;0,35;6.436.337.061,10;IGTI4;Iguatemi;IGTI4;Financeiro;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI4;10,74;2,69;23,18;2,87;1,33;72,07;74,54;40,96;12,74;8,67;2,34;0,53;9,50;6,26;-1,88;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;1.046,50;3,74;0,46;0,35;6.436.337.061,10;IGTI4;Jereissati Participações;IGTI4;Financeiro;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
INEP3;1,47;;-0,30;-0,05;0,07;-44,73;-3.320,19;-6.990,85;-0,63;-9,37;-8,74;;21,00;-0,06;-0,08;0,08;-15,09;-24,56;21,46;-1,63;2,63;0,00;-19,65;;78.180,39;-32,43;-4,89;0,00;67.793.978,12;INEP3;Inepar;INEP3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/inepar-on--big.svg;False
INEP4;1,46;;-0,30;-0,05;0,07;-44,73;-3.320,19;-6.990,85;-0,63;-9,37;-8,74;;20,85;-0,06;-0,08;0,08;-15,09;-24,56;21,46;-1,63;2,63;0,00;-19,65;;40.151,48;-32,43;-4,89;0,00;67.793.978,12;INEP4;Inepar;INEP4;Serviços Industriais;https://s3-symbol-logo.tradingview.com/inepar-on--big.svg;False
INNT3;0,00;;0,00;0,00;0,00;29,85;18,14;11,79;0,00;3,47;3,47;1,37;0,00;0,00;0,00;1,39;25,68;4,35;14,83;0,17;0,83;0,37;10,46;6,39;;2,84;0,73;0,00;0,00;;;;;;False
INTB3;11,83;4,11;8,52;1,26;0,74;29,25;9,42;9,68;8,76;9,09;0,33;0,05;0,82;1,62;-2,62;2,79;14,79;8,73;9,56;0,59;0,41;0,90;22,88;19,16;20.961.095,35;9,39;1,39;-0,43;3.875.639.431,30;INTB3;Intelbras;INTB3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/intelbras-on-nm--big.svg;False
