TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;STOCK;DEPARTMENT;IMAGE;isFinancial
ALOS3;25,60;4,69;17,50;0,96;0,49;74,56;55,52;26,33;8,30;6,39;-1,91;-0,22;4,61;5,15;-0,57;2,91;5,48;2,79;10,76;0,51;0,46;0,11;29,82;101,81;59.712.177,04;26,67;1,46;1,93;12.907.288.243,20;ALOS3;Allos;ALOS3;Financeiro;https://s3-symbol-logo.tradingview.com/allos-on-nm--big.svg;True
ALPA3;9,30;1,04;24,45;1,54;1,03;46,65;5,85;5,97;24,96;24,62;-0,71;-0,04;1,46;3,77;-2,01;2,25;6,29;4,19;4,82;0,67;0,33;0,70;2,05;-1,06;43.188,13;6,05;0,38;-0,21;6.445.237.578,51;ALPA3;Alpargatas;ALPA3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/alpargatas--big.svg;False
ALPA4;9,57;1,11;25,16;1,58;1,06;46,65;5,85;5,97;25,69;24,62;-0,71;-0,04;1,50;3,88;-2,07;2,25;6,29;4,19;4,82;0,67;0,33;0,70;2,05;-1,06;12.047.414,09;6,05;0,38;-0,22;6.445.237.578,51;ALPA4;Alpargatas;ALPA4;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/alpargatas--big.svg;False
ALPK3;3,42;;-215,09;2,14;0,29;32,65;13,48;-0,20;3,24;8,60;5,36;3,53;0,44;-9,57;-0,37;0,88;-0,99;-0,13;11,67;0,13;0,86;0,66;7,96;;391.766,83;1,60;-0,02;2,37;750.025.606,86;ALPK3;Estapar;ALPK3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/estapar-on-nm--big.svg;False
ALUP11;31,75;2,83;10,09;1,22;0,33;69,38;65,43;24,01;3,70;6,91;3,21;1,06;2,42;3,01;-0,42;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;16.391.349,61;26,00;3,15;0,24;10.465.653.027,25;ALUP11;Alupar;ALUP11;;https://s3-symbol-logo.tradingview.com/alupar--big.svg;False
ALUP3;11,49;2,61;10,95;1,33;0,36;69,38;65,43;24,01;4,02;6,91;3,21;1,06;2,63;3,26;-0,46;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;59.370,09;8,67;1,05;0,26;10.465.653.027,25;ALUP3;Alupar;ALUP3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/alupar--big.svg;False
ALUP4;10,26;2,92;9,78;1,18;0,32;69,38;65,43;24,01;3,59;6,91;3,21;1,06;2,35;2,91;-0,41;2,13;12,11;3,31;11,18;0,27;0,62;0,14;-2,71;3,11;91.882,35;8,67;1,05;0,24;10.465.653.027,25;ALUP4;Alupar;ALUP4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/alupar--big.svg;False
AMAR3;1,20;;-10,11;2,13;0,31;51,34;12,16;-4,04;3,35;6,96;3,61;2,29;0,41;-1,47;-0,41;0,56;-21,07;-3,02;18,95;0,14;0,86;0,75;-13,55;;296.541,13;0,56;-0,12;0,11;616.147.251,60;AMAR3;Lojas Marisa;AMAR3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/lojas-marisaon-nm--big.svg;False
AMBP3;7,14;;-46,48;10,91;0,71;18,22;17,36;-3,54;9,49;14,54;5,06;5,81;1,65;2,57;-1,24;2,72;-23,47;-1,52;8,91;0,06;0,87;0,43;67,64;;9.442.883,57;0,65;-0,15;2,44;11.926.789.446,60;AMBP3;Ambipar;AMBP3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/ambipar--big.svg;False
AMER3;6,15;;0,14;0,28;0,08;29,46;-2,68;63,18;-3,19;-6,06;-2,87;0,25;0,09;0,59;-0,13;1,49;207,93;56,25;-142,53;0,27;0,73;0,89;16,22;;16.620.183,35;21,85;45,44;0,00;1.231.506.485,55;AMER3;Americanas;AMER3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/americanas--big.svg;False
AMOB3;12,41;;;;;3,60;-46,82;-57,58;;;-0,01;;;;;0,19;-2.595,29;-6.030,26;2.660,36;-2,32;3,32;104,73;;;488.741,61;;;;0,00;AMOB3;Automob;AMOB3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/automob-on-nm--big.svg;False
ANIM3;3,36;1,59;9,65;0,57;0,14;61,00;23,44;3,62;1,49;5,92;4,42;1,69;0,35;1,05;-0,18;2,22;5,91;1,41;10,41;0,24;0,70;0,39;26,33;;14.849.558,61;5,89;0,35;-0,04;1.356.999.184,80;ANIM3;Ânima Educação;ANIM3;Miscelânea;https://s3-symbol-logo.tradingview.com/anima--big.svg;False
APER3;46,75;;-32,82;2,02;1,01;100,00;6,60;-8,16;40,57;43,31;2,74;0,14;2,68;115,28;-1,38;1,03;-6,15;-3,09;2,91;0,50;0,50;0,38;29,52;;51.166,00;23,16;-1,42;0,16;953.269.946,75;;;;;;True
APTI3;197,64;;0,13;0,01;0,01;100,11;36,55;70,66;0,26;0,37;-2,23;-0,12;0,09;0,02;-0,01;9,00;10,21;5,45;2,60;0,53;0,47;0,08;-2,98;;;14.644,64;1.495,24;0,00;37.417.457,40;;;APTI3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aliperti-pn-ed--big.svg;False
APTI4;2.930,92;;1,96;0,20;0,11;100,11;36,55;70,66;3,79;0,37;-2,23;-0,12;1,39;0,26;-0,20;9,00;10,21;5,45;2,60;0,53;0,47;0,08;-2,98;;0,00;14.644,64;1.495,24;-0,05;37.417.457,40;;;APTI4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aliperti-pn-ed--big.svg;False
ARML3;3,66;6,16;17,29;1,03;0,28;35,93;22,91;3,94;2,97;7,44;4,47;1,55;0,68;1,47;-0,41;2,42;5,95;1,60;11,04;0,27;0,72;0,41;95,79;51,59;5.125.646,48;3,56;0,21;-0,28;1.268.168.395,02;ARML3;Armac;ARML3;Financeiro;https://s3-symbol-logo.tradingview.com/armac-on-ed-nm--big.svg;False
ASAI3;9,40;1,14;13,80;2,27;0,29;16,67;5,36;1,21;3,11;6,08;2,97;2,17;0,17;8,87;-0,44;1,11;16,47;2,08;17,91;0,13;0,87;1,72;21,32;-2,51;135.182.483,78;4,14;0,68;0,36;12.722.300.270,60;ASAI3;Assaí;ASAI3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/assai-on-nm--big.svg;False
AURA33;65,71;3,52;-40,58;18,71;2,24;49,36;42,08;-9,03;8,71;9,66;0,95;2,05;3,67;78,31;-3,02;1,12;-46,12;-5,53;34,25;0,12;0,88;0,61;29,10;;24.560.042,00;3,51;-1,62;-0,39;14.271.921.233,25;;;AURA33;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/aura-360-dr3--big.svg;False
AURE3;10,06;0,57;-15,08;0,83;0,21;19,44;13,73;-6,34;6,97;19,98;13,01;1,56;0,96;4,54;-0,26;1,36;-5,52;-1,42;3,55;0,26;0,71;0,22;;;34.442.124,78;12,08;-0,67;-0,18;10.566.802.418,44;AURE3;Auren Energia;AURE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/auren-on-nm--big.svg;False
AVLL3;1,62;;-5,28;-2,35;0,23;37,40;21,30;-8,65;2,14;5,50;3,35;;0,46;-4,20;-0,37;0,88;-44,56;-4,36;24,32;-0,10;1,07;0,50;32,82;;14.458,30;-0,69;-0,31;0,07;316.434.698,82;AVLL3;Alphaville;AVLL3;Financeiro;https://s3-symbol-logo.tradingview.com/alphaville-on-nm--big.svg;False
AZEV3;0,40;;-1,90;0,30;0,11;-0,65;-27,51;-65,71;-4,54;-19,39;-14,77;0,99;1,25;-1,40;-0,14;0,74;-16,00;-5,69;-9,19;0,36;0,64;0,09;144,07;;529.045,35;1,32;-0,21;0,08;241.010.007,20;AZEV3;Azevedo & Travassos;AZEV3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg;False
AZEV4;0,41;;-1,95;0,31;0,11;-0,65;-27,51;-65,71;-4,65;-19,39;-14,77;0,99;1,28;-1,44;-0,14;0,74;-16,00;-5,69;-9,19;0,36;0,64;0,09;144,07;;931.059,74;1,32;-0,21;0,08;241.010.007,20;AZEV4;Azevedo & Travassos;AZEV4;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg;False
AZTE3;0,40;;;;;;;;;;;;;;;;;;;;;;;;1.489.827,87;;;;0,00;AZTE3;AZT Energia;AZTE3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg;False
AZUL4;1,23;;0,22;-0,14;0,14;29,19;17,10;81,72;1,04;9,18;8,86;;0,18;-0,26;-0,19;0,34;-65,94;63,84;42,77;-0,97;1,97;0,78;11,28;;69.742.093,39;-8,61;5,68;0,00;1.137.043.924,17;AZUL4;Azul;AZUL4;Transportes;https://s3-symbol-logo.tradingview.com/azul--big.svg;False
AZZA3;29,55;1,95;7,68;0,73;0,39;54,72;6,76;6,88;7,81;10,64;2,83;0,27;0,53;2,35;-0,71;1,61;9,53;5,12;0,36;0,54;0,46;0,74;37,92;37,42;48.798.331,00;40,39;3,85;0,09;6.101.773.974,15;AZZA3;Arezzo;AZZA3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/arezzo--big.svg;False
B3SA3;13,11;2,12;14,34;3,50;1,47;90,57;58,91;44,65;10,87;10,86;-0,01;0,00;6,40;6,80;-2,26;2,62;24,40;10,24;9,27;0,42;0,58;0,23;12,34;12,15;310.476.710,48;3,75;0,91;0,95;69.043.815.000,00;B3SA3;B3;B3SA3;Financeiro;https://s3-symbol-logo.tradingview.com/b3-on-nm--big.svg;True
BAHI3;4,51;;-1,66;1,84;0,26;56,98;-7,21;-20,37;-4,70;-6,22;-1,52;0,60;0,34;-1,15;-0,29;0,31;-110,79;-15,70;-17,28;0,14;0,79;0,77;46,22;;16.499,00;2,45;-2,71;0,00;119.021.524,82;;;;;;False
BALM3;22,10;7,10;7,62;1,19;0,75;62,09;20,86;13,02;4,76;3,36;-1,34;-0,34;0,99;1,45;-2,78;3,46;15,66;9,89;14,03;0,63;0,37;0,76;5,42;35,38;4.007,43;18,52;2,90;0,07;214.130.000,00;BALM3;Baumer;BALM3;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/baumer-on--big.svg;False
BALM4;21,60;10,59;7,45;1,17;0,74;62,09;20,86;13,02;4,65;3,36;-1,34;-0,34;0,97;1,42;-2,72;3,46;15,66;9,89;14,03;0,63;0,37;0,76;5,42;35,38;37.525,20;18,52;2,90;0,07;214.130.000,00;BALM4;Baumer;BALM4;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/baumer-on--big.svg;False
BAUH3;0,00;;0,00;0,00;0,00;25,05;8,24;10,69;0,00;;-2,70;-0,43;0,00;0,00;0,00;1,92;20,76;14,49;13,86;0,70;0,30;1,36;6,53;0,98;;26,02;5,40;0,00;;;;BAUH3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/excelsior-pn--big.svg;False
BAUH4;86,96;1,42;16,10;3,34;2,33;25,05;8,24;10,69;20,88;;-2,70;-0,43;1,72;8,92;-5,15;1,92;20,76;14,49;13,86;0,70;0,30;1,36;6,53;0,98;177.280,40;26,02;5,40;0,55;;BAUH4;Excelsior;BAUH4;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/excelsior-pn--big.svg;False
BAZA3;74,20;10,80;3,56;0,59;0,07;14,87;22,77;20,75;3,25;3,25;;;0,74;84,77;-0,07;;16,62;1,98;;0,12;0,88;0,10;26,63;33,51;348.387,52;125,37;20,84;-0,31;4.159.526.973,00;BAZA3;Banco da Amazônia;BAZA3;Financeiro;https://s3-symbol-logo.tradingview.com/amazonia-on-es--big.svg;True
BBAS3;21,92;7,87;6,69;0,69;0,05;34,96;2,96;6,48;14,68;14,68;;;0,43;2,11;-0,05;11,97;10,31;0,77;;0,07;0,92;0,12;17,31;2,74;653.035.828,87;31,76;3,27;-0,14;125.619.882.156,80;BBAS3;Banco do Brasil;BBAS3;Financeiro;https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg;True
BBDC3;14,95;8,35;7,55;0,91;0,07;31,68;8,22;8,95;8,22;8,89;;;0,68;0,78;-0,08;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;84.410.008,87;16,43;1,98;0,13;171.253.644.461,28;BBDC3;Banco Bradesco;BBDC3;Financeiro;https://s3-symbol-logo.tradingview.com/bradesco--big.svg;True
BBDC4;17,39;7,75;8,78;1,06;0,09;31,68;8,22;8,95;9,56;8,89;;;0,79;0,91;-0,10;11,31;12,05;0,98;;0,08;0,92;0,11;11,40;-0,05;383.969.895,30;16,43;1,98;0,15;171.253.644.461,28;BBDC4;Banco Bradesco;BBDC4;Financeiro;https://s3-symbol-logo.tradingview.com/bradesco--big.svg;True
BBML3;3.936,42;;-953,24;-726,01;151,19;-1,36;-9,39;-11,16;-1.133,67;-1.136,71;-3,04;;106,40;-192,44;-213,85;0,27;-76,16;-15,86;-166,64;-0,21;1,21;1,42;25,94;;;-5,42;-4,13;-0,35;160.451.699.191,56;;;BBML3;Transportes;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
BBSE3;33,45;12,74;7,50;6,38;3,13;;;;6,76;6,76;;;;23,22;-5,88;1,40;84,97;41,71;;0,49;0,51;0,00;;6,01;177.706.418,48;5,25;4,46;1,19;66.900.000.000,00;BBSE3;BB Seguridade;BBSE3;Financeiro;https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg;True
BDLL3;9,90;;-0,81;-0,06;0,03;18,85;-40,93;-35,53;-0,70;-8,12;-7,55;;0,29;-0,06;-0,05;0,44;-7,97;-3,78;47,26;-0,47;1,47;0,11;-2,75;;2.195,00;-153,42;-12,22;0,01;12.861.576,00;BDLL3;Bardella;BDLL3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/bardella-pn--big.svg;False
BDLL4;6,90;;-0,56;-0,05;0,02;18,85;-40,93;-35,53;-0,49;-8,12;-7,55;;0,20;-0,04;-0,04;0,44;-7,97;-3,78;47,26;-0,47;1,47;0,11;-2,75;;6.303,20;-153,42;-12,22;0,00;12.861.576,00;;;BDLL4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/bardella-pn--big.svg;False
BEEF3;6,75;;-7,97;4,73;0,15;19,01;7,07;-1,91;2,15;6,67;4,52;9,92;0,15;0,97;-0,40;1,34;-59,34;-1,90;10,74;0,03;0,95;1,00;14,75;;49.769.802,65;1,43;-0,85;0,01;6.749.849.468,25;BEEF3;Minerva;BEEF3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/minerva-on-nm--big.svg;False
BEES3;8,20;5,75;7,65;1,21;0,07;31,53;10,44;7,81;5,72;5,73;;;0,60;0,35;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;132.873,04;6,80;1,07;0,60;2.854.203.874,50;BEES3;Banestes;BEES3;Financeiro;https://s3-symbol-logo.tradingview.com/banestes-on-ed--big.svg;True
BEES4;8,25;6,27;7,70;1,21;0,07;31,53;10,44;7,81;5,76;5,73;;;0,60;0,35;-0,09;;15,77;0,96;;0,06;0,94;0,12;17,11;11,60;40.749,00;6,80;1,07;0,60;2.854.203.874,50;BEES4;Banestes;BEES4;Financeiro;https://s3-symbol-logo.tradingview.com/banestes-on-ed--big.svg;True
BFRE11;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;;;;;;;True
BFRE12;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;;;;;;;True
BGIP3;31,51;8,61;4,50;0,82;0,05;35,60;15,59;10,90;3,14;2,89;;;0,49;7,55;-0,06;;18,15;1,22;;0,07;0,93;0,11;13,57;12,55;35.129,73;38,62;7,01;0,02;624.898.612,00;BGIP3;Banese;BGIP3;Financeiro;https://s3-symbol-logo.tradingview.com/banese-pn-rec--big.svg;True
BGIP4;26,49;11,27;3,78;0,69;0,05;35,60;15,59;10,90;2,64;2,89;;;0,41;6,35;-0,05;;18,15;1,22;;0,07;0,93;0,11;13,57;12,55;73.627,43;38,62;7,01;0,02;624.898.612,00;BGIP4;Banese;BGIP4;Financeiro;https://s3-symbol-logo.tradingview.com/banese-pn-rec--big.svg;True
BHIA3;3,79;;-1,56;0,76;0,08;30,06;-1,82;-5,98;-5,12;-19,50;-14,38;2,15;0,09;-0,61;-0,13;0,76;-49,14;-5,11;-11,40;0,10;0,90;0,85;1,39;;28.819.323,96;4,96;-2,44;0,14;2.478.199.128,42;BHIA3;Casas Bahia;BHIA3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/casas-bahia-on-nm--big.svg;False
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53;;;;;;True
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53;;;;;;True
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53;;;;;;True
BIOM3;8,90;;-18,08;5,12;2,91;12,48;-36,57;-48,45;-23,95;-24,55;-0,60;0,13;8,76;9,92;-5,53;2,64;-28,30;-16,12;-14,98;0,57;0,43;0,33;74,06;;187.045,83;1,74;-0,49;1,11;1.217.889.634,80;BIOM3;Biomm;BIOM3;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/biomm-on-ma--big.svg;False
BLAU3;13,70;2,55;8,69;1,08;0,71;39,95;23,89;15,99;5,82;6,31;0,49;0,09;1,39;2,21;-1,33;3,17;12,47;8,14;8,83;0,65;0,35;0,51;12,41;7,14;2.170.151,39;12,63;1,58;0,28;2.457.696.964,30;BLAU3;Blau Farmacêutica;BLAU3;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/blau-on-nm--big.svg;False
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06;;;;;;True
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06;;;;;;True
BMEB3;44,90;2,41;8,37;2,27;0,16;47,17;7,89;8,15;8,64;9,25;;;0,68;0,81;-0,20;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;25.640,07;19,74;5,37;10,82;5.038.231.172,60;BMEB3;Banco Mercantil do Brasil;BMEB3;Financeiro;https://s3-symbol-logo.tradingview.com/merc-brasil-pn-n1--big.svg;True
BMEB4;53,25;2,23;9,92;2,70;0,19;47,17;7,89;8,15;10,25;9,25;;;0,81;0,96;-0,23;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;785.486,61;19,74;5,37;12,83;5.038.231.172,60;BMEB4;Banco Mercantil do Brasil;BMEB4;Financeiro;https://s3-symbol-logo.tradingview.com/merc-brasil-pn-n1--big.svg;True
BMGB4;4,00;10,05;7,67;0,52;0,05;40,50;1,57;3,34;16,34;16,34;;;0,26;-0,12;-0,05;0,03;6,80;0,63;;0,09;0,91;0,19;20,01;-4,73;1.435.675,70;7,67;0,52;-0,32;2.332.929.644,00;BMGB4;Banco BMG;BMGB4;Financeiro;https://s3-symbol-logo.tradingview.com/banco-bmg-pn-ej-n1--big.svg;True
BMIN3;22,99;1,54;12,40;0,78;0,18;25,17;27,33;16,16;7,33;7,05;;;2,00;62,11;-0,18;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;2.299,00;29,53;1,85;0,57;106.691.794,29;BMIN3;Banco Mercantil de Investimentos;BMIN3;Financeiro;https://s3-symbol-logo.tradingview.com/merc-invest-on--big.svg;True
BMIN4;17,02;8,23;9,18;0,58;0,13;25,17;27,33;16,16;5,43;7,05;;;1,48;45,98;-0,13;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;5.253,59;29,53;1,85;0,42;106.691.794,29;BMIN4;Banco Mercantil de Investimentos;BMIN4;Financeiro;https://s3-symbol-logo.tradingview.com/merc-invest-on--big.svg;True
BMKS3;428,00;7,74;2,53;0,75;0,59;29,89;-5,33;518,61;-246,37;-53,33;193,04;-0,59;13,13;0,85;-3,85;5,35;29,69;23,24;-14,23;0,78;0,22;0,04;-0,59;95,58;14.589,73;569,45;169,04;0,01;194.633.000,00;BMKS3;Monark;BMKS3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/bic-monark-on--big.svg;False
BMOB3;23,03;7,36;15,65;1,75;1,22;24,08;8,22;7,99;15,21;11,56;-3,65;-0,42;1,25;2,92;-3,68;2,65;11,17;7,77;5,25;0,70;0,30;0,97;57,50;28,16;6.592.422,61;13,17;1,47;1,46;1.971.561.267,76;BMOB3;Bemobi;BMOB3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/bemobi-tech-on-nm--big.svg;False
BNBR3;101,00;5,92;3,68;0,67;0,13;45,86;50,57;29,88;2,18;2,18;;;1,10;3,01;-0,14;;18,25;3,64;;0,20;0,80;0,12;8,63;9,28;23.915,50;150,25;27,42;0,16;9.968.674.649,00;BNBR3;Banco do Nordeste;BNBR3;Financeiro;https://s3-symbol-logo.tradingview.com/nord-brasil-on--big.svg;True
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;0,99;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;1,98;4.212.250.617,75;;;;;;True
BOBR3;1,00;;3,57;275,96;0,28;41,02;13,83;4,73;1,22;2,67;1,23;277,35;0,17;-15,43;-0,61;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;0,00;0,00;0,28;-0,11;307.209.674,56;;;BOBR3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/bombril-pn--big.svg;False
BOBR4;1,38;;4,93;380,83;0,39;41,02;13,83;4,73;1,69;2,67;1,23;277,35;0,23;-21,29;-0,85;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;8.562,09;0,00;0,28;-0,15;307.209.674,56;BOBR4;Bombril;BOBR4;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/bombril-pn--big.svg;False
BPAC11;47,91;2,20;14,56;2,75;0,28;43,02;42,32;35,02;12,05;12,05;;;5,10;-0,38;-0,28;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;262.315.399,35;17,43;3,29;0,84;183.752.735.250,16;BPAC11;Banco BTG Pactual;BPAC11;;https://s3-symbol-logo.tradingview.com/btgp--big.svg;True
BPAC3;26,50;1,33;24,17;4,56;0,46;43,02;42,32;35,02;20,00;12,05;;;8,46;-0,64;-0,47;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;68.742,39;5,81;1,10;1,40;183.752.735.250,16;BPAC3;Banco BTG Pactual;BPAC3;Financeiro;https://s3-symbol-logo.tradingview.com/btgp--big.svg;True
BPAC5;10,79;3,26;9,84;1,86;0,19;43,02;42,32;35,02;8,14;12,05;;;3,45;-0,26;-0,19;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;31.242,57;5,81;1,10;0,57;183.752.735.250,16;BPAC5;Banco BTG Pactual;BPAC5;Financeiro;https://s3-symbol-logo.tradingview.com/btgp--big.svg;True
BPAN4;7,75;3,12;24,56;1,31;0,15;40,14;0,30;2,73;222,43;222,43;;;0,67;-109,08;-0,15;0,02;5,33;0,60;;0,11;0,89;0,22;10,77;-8,43;7.461.212,04;5,92;0,32;-0,71;9.835.293.197,50;BPAN4;Banco Pan;BPAN4;Financeiro;https://s3-symbol-logo.tradingview.com/banco-pan--big.svg;True
BPAR3;117,42;10,42;3,81;0,50;0,06;50,96;11,97;8,37;2,66;2,66;;;0,32;4,03;-0,06;;13,14;1,51;;0,11;0,89;0,18;14,76;-1,95;0,00;234,80;30,85;-0,19;1.118.032.025,58;;;BPAR3;Financeiro;https://s3-symbol-logo.tradingview.com/banpara-on--big.svg;True
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00;;;;;;True
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74;;;;;;False
BRAP3;15,59;11,83;5,66;0,70;0,70;;;;6,05;6,13;-0,29;-0,03;;24,59;-0,72;6,50;12,34;12,27;11,52;0,99;0,01;0,00;;;383.094,39;22,31;2,75;-0,14;6.503.383.016,54;BRAP3;Bradespar;BRAP3;Financeiro;https://s3-symbol-logo.tradingview.com/bradespar--big.svg;False
BRAP4;17,06;11,89;6,20;0,76;0,76;;;;6,63;6,13;-0,29;-0,03;;26,90;-0,79;6,50;12,34;12,27;11,52;0,99;0,01;0,00;;;33.264.280,65;22,31;2,75;-0,15;6.503.383.016,54;BRAP4;Bradespar;BRAP4;Financeiro;https://s3-symbol-logo.tradingview.com/bradespar--big.svg;False
BRAV3;18,10;;5,36;0,69;0,19;28,96;29,34;15,45;2,82;6,94;4,12;1,00;0,83;4,13;-0,23;1,37;12,81;3,61;7,83;0,28;0,72;0,23;206,24;;110.594.372,74;26,37;3,38;-0,01;8.408.486.550,80;BRAV3;3R Petroleum;BRAV3;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/brava-on-nm--big.svg;False
BRBI11;18,21;11,37;10,59;2,37;0,12;100,00;3,91;51,30;139,03;46,24;-92,80;-1,58;5,43;2,90;-13,01;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;4.001.395,52;7,69;1,72;-4,74;1.911.971.769,84;BRBI11;BR Partners;BRBI11;;https://s3-symbol-logo.tradingview.com/br-partners-unt-n2--big.svg;True
BRBI3;0,00;;0,00;0,00;0,00;100,00;3,91;51,30;0,00;46,24;-92,80;-1,58;0,00;0,00;0,00;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;;2,56;0,57;0,00;1.911.971.769,84;;;;;;True
BRBI4;0,00;;0,00;0,00;0,00;100,00;3,91;51,30;0,00;46,24;-92,80;-1,58;0,00;0,00;0,00;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;;2,56;0,57;0,00;1.911.971.769,84;;;;;;True
