TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;Última (R$);Variação;STOCK;DEPARTMENT;IMAGE;isFinancial
HBRE3;4,89;;23,09;0,25;0,10;68,54;144,64;11,20;1,79;6,94;5,16;0,73;2,59;1,92;-0,11;1,87;1,09;0,42;5,77;0,39;0,44;0,04;19,12;-35,38;2.164.341,55;19,45;0,21;-0,29;504.594.117,09;HBRE3;HBR Realty;4,75;-2,06%;HBRE3;Financeiro;https://s3-symbol-logo.tradingview.com/hbr-realty-on-nm--big.svg;True
HBSA3;3,44;;-11,98;2,12;0,68;20,12;-0,53;-23,61;-529,44;-828,48;-299,05;1,20;2,83;3,29;-1,04;2,49;-17,73;-5,68;-0,97;0,32;0,68;0,24;7,59;;12.035.679,82;1,62;-0,29;-0,21;4.679.716.291,92;HBSA3;Hidrovias do Brasil;3,38;+2,42%;HBSA3;Transportes;https://s3-symbol-logo.tradingview.com/hidrovias-on-nm--big.svg;False
HBTS3;0,00;;0,00;0,00;0,00;26,86;24,34;41,66;0,00;;12,17;0,35;0,00;0,00;0,00;1,17;4,90;1,93;0,81;0,39;0,61;0,05;;;;72,20;3,54;0,00;;;;;;HBTS3;Financeiro;https://s3-symbol-logo.tradingview.com/habitasul-pna--big.svg;True
HBTS5;30,10;;8,51;0,42;0,16;26,86;24,34;41,66;14,57;;12,17;0,35;3,55;11,32;-0,18;1,17;4,90;1,93;0,81;0,39;0,61;0,05;;;16.724,25;72,20;3,54;-0,10;;HBTS5;Habitasul;30,05;-6,06%;HBTS5;Financeiro;https://s3-symbol-logo.tradingview.com/habitasul-pna--big.svg;True
HBTS6;0,00;;0,00;0,00;0,00;26,86;24,34;41,66;0,00;;12,17;0,35;0,00;0,00;0,00;1,17;4,90;1,93;0,81;0,39;0,61;0,05;;;;72,20;3,54;0,00;;;;;;HBTS6;Financeiro;https://s3-symbol-logo.tradingview.com/habitasul-pna--big.svg;True
HETA3;96,00;;42,72;-0,14;4,29;100,00;87,16;26,19;12,84;89,84;85,10;;11,19;-12,01;-4,77;0,22;-0,33;10,03;-13,61;-30,67;31,67;0,38;30,24;-19,72;0,00;-686,97;2,25;-0,04;18.064.640,81;;;;;HETA3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/hercules-pn--big.svg;False
HETA4;4,81;;2,14;-0,01;0,21;100,00;87,16;26,19;0,64;89,84;85,10;;0,56;-0,60;-0,24;0,22;-0,33;10,03;-13,61;-30,67;31,67;0,38;30,24;-19,72;194,20;-686,97;2,25;0,00;18.064.640,81;;;;;HETA4;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/hercules-pn--big.svg;False
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-13,60;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50;;;;;;;;False
HOOT3;0,00;;0,00;0,00;0,00;68,48;77,70;58,28;0,00;0,00;-0,22;;0,00;0,00;0,00;0,73;-318,73;21,15;-187,24;-0,07;1,13;0,36;12,34;;;-1,88;5,98;0,00;31.972.700,70;;;;;HOOT3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/hoteis-othonpn--big.svg;False
HOOT4;4,05;;0,68;-2,16;0,14;68,48;77,70;58,28;0,51;0,00;-0,22;;0,39;-1,99;-0,18;0,73;-318,73;21,15;-187,24;-0,07;1,13;0,36;12,34;;30.839,14;-1,88;5,98;0,01;31.972.700,70;HOOT4;Hotéis Othon;3,94;-1,01%;HOOT4;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/hoteis-othonpn--big.svg;False
HYPE3;23,36;3,75;19,92;1,23;0,61;56,10;14,62;11,15;15,19;23,04;7,84;0,64;2,22;12,60;-0,79;1,26;6,19;3,06;-0,17;0,49;0,51;0,27;17,70;-8,60;49.248.021,82;18,93;1,17;-0,36;14.796.710.425,28;HYPE3;Hypera;23,58;+2,43%;HYPE3;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/hypera--big.svg;False
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38;;;;;;;;True
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38;;;;;;;;True
IFCM3;0,23;;-0,10;-0,12;0,02;30,28;-5,88;-24,94;-0,43;-16,05;-15,62;;0,03;0,10;-0,03;1,51;-117,38;-16,12;-9,03;-0,14;1,14;0,65;50,42;;1.548.877,41;-1,92;-2,26;0,00;24.094.069,98;IFCM3;Infracommerce;0,25;+0,00%;IFCM3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/infracomm-dm-100--big.svg;False
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;;-520,56;312,87;0,00;220.074.791,04;;;;;;;;True
IGSN3;0,00;;0,00;0,00;0,00;34,62;23,30;-14,71;0,00;16,59;16,59;3,09;0,00;0,00;0,00;1,71;-11,74;-2,42;2,63;0,21;0,79;0,16;23,90;;;6,59;-0,77;0,00;0,00;;;;;IGSN3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
IGTA3;33,00;;10,17;1,34;0,82;68,87;74,23;47,67;6,53;7,28;0,75;0,15;4,85;3,24;-1,19;5,84;13,20;8,09;11,02;0,61;0,39;0,17;7,14;11,55;;24,60;3,25;0,17;5.444.845.626,00;;;;;;;;True
IGTI11;24,55;2,75;17,66;2,19;1,01;72,07;74,54;40,96;9,71;8,72;2,34;0,53;7,24;4,77;-1,43;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;46.269.190,95;11,23;1,39;0,27;6.483.876.686,50;IGTI11;Iguatemi;24,21;+0,67%;IGTI11;;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI11;24,55;2,75;17,66;2,19;1,01;72,07;74,54;40,96;9,71;8,72;2,34;0,53;7,24;4,77;-1,43;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;46.269.190,95;11,23;1,39;0,27;6.483.876.686,50;IGTI11;Jereissati Participações;24,21;+0,67%;IGTI11;;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI3;2,92;3,30;6,30;0,78;0,36;72,07;74,54;40,96;3,46;8,72;2,34;0,53;2,58;1,70;-0,51;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;103.952,05;3,74;0,46;0,10;6.483.876.686,50;IGTI3;Iguatemi;2,93;+1,38%;IGTI3;Financeiro;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI3;2,92;3,30;6,30;0,78;0,36;72,07;74,54;40,96;3,46;8,72;2,34;0,53;2,58;1,70;-0,51;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;103.952,05;3,74;0,46;0,10;6.483.876.686,50;IGTI3;Jereissati Participações;2,93;+1,38%;IGTI3;Financeiro;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI4;10,49;2,76;22,64;2,80;1,30;72,07;74,54;40,96;12,44;8,72;2,34;0,53;9,27;6,11;-1,84;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;1.692,33;3,74;0,46;0,34;6.483.876.686,50;IGTI4;Iguatemi;10,49;+0,87%;IGTI4;Financeiro;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
IGTI4;10,49;2,76;22,64;2,80;1,30;72,07;74,54;40,96;12,44;8,72;2,34;0,53;9,27;6,11;-1,84;3,67;12,38;5,75;10,93;0,46;0,54;0,14;10,36;34,15;1.692,33;3,74;0,46;0,34;6.483.876.686,50;IGTI4;Jereissati Participações;10,49;+0,87%;IGTI4;Financeiro;https://s3-symbol-logo.tradingview.com/iguatemi-saon-n1--big.svg;True
INEP3;1,62;;-0,33;-0,05;0,08;-44,73;-3.320,19;-6.990,85;-0,70;-9,41;-8,74;;23,14;-0,06;-0,09;0,08;-15,09;-24,56;21,46;-1,63;2,63;0,00;-19,65;;85.971,45;-32,43;-4,89;0,00;72.704.258,80;INEP3;Inepar;1,75;+4,17%;INEP3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/inepar-on--big.svg;False
INEP4;1,45;;-0,30;-0,04;0,07;-44,73;-3.320,19;-6.990,85;-0,62;-9,41;-8,74;;20,71;-0,06;-0,08;0,08;-15,09;-24,56;21,46;-1,63;2,63;0,00;-19,65;;42.601,82;-32,43;-4,89;0,00;72.704.258,80;INEP4;Inepar;1,47;+5,00%;INEP4;Serviços Industriais;https://s3-symbol-logo.tradingview.com/inepar-on--big.svg;False
INNT3;0,00;;0,00;0,00;0,00;29,85;18,14;11,79;0,00;3,47;3,47;1,37;0,00;0,00;0,00;1,39;25,68;4,35;14,83;0,17;0,83;0,37;10,46;6,39;;2,84;0,73;0,00;0,00;;;;;;;;False
INTB3;12,43;3,91;8,95;1,32;0,78;29,25;9,42;9,68;9,20;9,54;0,33;0,05;0,87;1,70;-2,76;2,79;14,79;8,73;9,56;0,59;0,41;0,90;22,88;19,16;22.158.401,55;9,39;1,39;-0,45;4.072.206.097,30;INTB3;Intelbras;13,04;+0,23%;INTB3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/intelbras-on-nm--big.svg;False
IRBR3;47,45;;6,31;0,75;0,25;13,59;13,68;10,39;4,79;4,79;;;0,66;2,38;-0,39;1,39;11,82;3,90;;0,33;0,67;0,38;-1,73;-12,65;28.709.074,50;63,63;7,52;0,09;3.883.444.940,70;IRBR3;IRB Brasil RE;48,04;+1,97%;IRBR3;Financeiro;https://s3-symbol-logo.tradingview.com/irbbrasil-reon--big.svg;True
ISAE3;30,98;7,62;6,29;0,99;0,46;39,29;58,41;39,74;4,28;6,26;2,57;0,60;2,50;3,71;-0,55;5,95;15,76;7,39;11,34;0,47;0,52;0,19;19,24;13,00;55.015,55;31,27;4,93;0,29;17.593.557.386,76;ISAE3;ISA Energia;30,85;-0,19%;ISAE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/interconexion-electrica-sa-esp--big.svg;False
ISAE4;23,95;9,86;4,86;0,77;0,36;39,29;58,41;39,74;3,31;6,26;2,57;0,60;1,93;2,87;-0,42;5,95;15,76;7,39;11,34;0,47;0,52;0,19;19,24;13,00;28.295.558,00;31,27;4,93;0,23;17.593.557.386,76;ISAE4;ISA Energia;23,78;+1,45%;ISAE4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/interconexion-electrica-sa-esp--big.svg;False
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60;;;;;;;;False
ITSA3;11,46;8,77;8,12;1,41;1,10;25,32;206,48;186,37;7,33;7,56;0,24;0,05;15,13;19,34;-1,25;2,00;17,33;13,60;16,21;0,78;0,18;0,07;10,46;8,52;1.382.633,55;8,15;1,41;0,96;125.844.755.092,74;ITSA3;Itaúsa;11,32;+1,16%;ITSA3;Financeiro;https://s3-symbol-logo.tradingview.com/itausa--big.svg;True
ITSA4;11,44;8,78;8,10;1,40;1,10;25,32;206,48;186,37;7,31;7,56;0,24;0,05;15,10;19,31;-1,24;2,00;17,33;13,60;16,21;0,78;0,18;0,07;10,46;8,52;187.541.050,73;8,15;1,41;0,96;125.844.755.092,74;ITSA4;Itaúsa;11,35;+1,89%;ITSA4;Financeiro;https://s3-symbol-logo.tradingview.com/itausa--big.svg;True
ITUB3;34,51;8,13;8,69;1,78;0,13;36,48;12,35;11,60;8,16;8,69;;;1,01;-1,52;-0,13;0,12;20,54;1,49;;0,07;0,92;0,13;11,68;9,58;18.418.025,32;19,34;3,97;0,55;396.374.931.827,85;ITUB3;Itaú Unibanco;34,35;+2,17%;ITUB3;Financeiro;https://s3-symbol-logo.tradingview.com/itau-unibanco--big.svg;True
ITUB4;39,05;7,20;9,83;2,02;0,15;36,48;12,35;11,60;9,23;8,69;;;1,14;-1,72;-0,15;0,12;20,54;1,49;;0,07;0,92;0,13;11,68;9,58;609.106.509,09;19,34;3,97;0,62;396.374.931.827,85;ITUB4;Itaú Unibanco;38,44;+1,42%;ITUB4;Financeiro;https://s3-symbol-logo.tradingview.com/itau-unibanco--big.svg;True
JALL3;2,81;;-12,63;0,43;0,12;14,93;6,42;-2,77;5,44;26,55;21,10;1,65;0,35;0,68;-0,18;2,19;-3,37;-0,95;0,62;0,28;0,72;0,34;21,27;;2.431.127,86;6,60;-0,22;0,04;852.952.637,84;JALL3;Jalles Machado;2,88;+0,00%;JALL3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/jallesmachadon-nm--big.svg;False
JBSS3;80,38;4,98;5,71;1,52;0,31;14,55;5,60;2,65;2,71;6,20;3,50;1,97;0,15;2,29;-0,49;1,54;26,62;5,35;13,36;0,20;0,78;2,02;15,31;15,02;154.195.190,91;52,84;14,07;0,03;69.786.255.766,26;;;;;;;;False
JFEN3;1,75;;-0,09;-0,23;0,03;-31,24;-104,02;-124,09;-0,11;-1,43;-1,32;;0,11;0,08;-0,34;1,66;-257,98;-31,33;-270,71;-0,12;1,25;0,25;-0,91;;27.869,05;-7,45;-19,23;0,00;22.404.803,75;JFEN3;João Fortes;1,79;+5,92%;JFEN3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/joao-fortes-on--big.svg;False
JHSF3;6,26;5,95;3,73;0,71;0,28;58,86;92,95;62,89;2,52;4,52;1,99;0,56;2,35;1,28;-0,43;2,48;19,08;7,39;11,41;0,39;0,59;0,12;20,35;28,82;19.521.489,23;8,79;1,68;0,04;4.265.080.452,56;JHSF3;JHSF;6,02;+8,27%;JHSF3;Financeiro;https://s3-symbol-logo.tradingview.com/jhsf-part-on-nm--big.svg;False
JOPA3;20,11;3,15;30,09;0,35;0,09;20,64;3,69;0,34;2,79;9,66;6,86;0,87;0,10;0,29;-0,34;1,83;1,17;0,31;3,42;0,27;0,66;0,92;12,67;-7,92;2.011,40;57,01;0,67;-0,39;213.322.301,23;JOPA3;Josapar;20,11;-0,05%;JOPA3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/josapar-on--big.svg;False
JOPA4;24,00;2,90;35,91;0,42;0,11;20,64;3,69;0,34;3,33;9,66;6,86;0,87;0,12;0,35;-0,40;1,83;1,17;0,31;3,42;0,27;0,66;0,92;12,67;-7,92;0,00;57,01;0,67;-0,46;213.322.301,23;;;;;JOPA4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/josapar-on--big.svg;False
JSLG3;6,40;6,57;15,30;1,01;0,15;16,31;11,79;1,26;1,63;7,52;5,89;3,64;0,19;0,81;-0,24;1,99;6,59;0,98;10,77;0,15;0,85;0,78;23,90;-11,91;2.497.775,09;6,35;0,42;-0,28;1.833.158.899,20;JSLG3;JSL;6,36;-0,62%;JSLG3;Transportes;https://s3-symbol-logo.tradingview.com/jsl--big.svg;False
KEPL3;7,75;9,18;9,29;1,91;0,91;26,76;14,50;9,57;6,13;6,06;-0,06;-0,02;0,89;2,79;-2,68;1,98;20,58;9,83;14,69;0,48;0,52;1,03;22,47;31,90;8.112.085,00;4,06;0,83;-0,22;1.392.831.007,50;KEPL3;Kepler Weber;7,87;+1,29%;KEPL3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/kepler-weberon-eb--big.svg;False
KLBN11;18,10;6,00;10,71;2,19;0,37;38,55;23,12;10,26;4,75;10,67;5,92;2,74;1,10;2,80;-0,50;2,11;20,50;3,46;7,85;0,17;0,78;0,34;13,85;25,33;81.841.830,27;8,25;1,69;0,35;22.370.448.952,22;KLBN11;Klabin;18,45;+0,71%;KLBN11;;https://s3-symbol-logo.tradingview.com/klabin--big.svg;False
KLBN3;3,67;5,92;10,85;2,23;0,38;38,55;23,12;10,26;4,81;10,67;5,92;2,74;1,11;2,84;-0,50;2,11;20,50;3,46;7,85;0,17;0,78;0,34;13,85;25,33;1.617.485,77;1,65;0,34;0,36;22.370.448.952,22;KLBN3;Klabin;3,73;+0,54%;KLBN3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/klabin--big.svg;False
KLBN4;3,62;6,00;10,71;2,19;0,37;38,55;23,12;10,26;4,75;10,67;5,92;2,74;1,10;2,80;-0,50;2,11;20,50;3,46;7,85;0,17;0,78;0,34;13,85;25,33;7.529.329,77;1,65;0,34;0,35;22.370.448.952,22;KLBN4;Klabin;3,68;+0,55%;KLBN4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/klabin--big.svg;False
KRSA3;8,87;;-2,43;1,05;0,14;19,17;11,61;-12,36;2,59;13,65;11,06;4,48;0,30;1,30;-0,20;1,59;-43,14;-5,84;6,50;0,14;0,84;0,47;38,69;;0,00;8,46;-3,65;-0,02;685.959.729,22;;;;;;;;False
LAME3;6,60;;21,15;1,91;0,28;32,90;4,35;2,27;11,03;16,86;5,87;1,01;0,48;1,20;-0,66;1,72;9,02;1,34;3,37;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,97;12.391.135.396,59;;;;;;;;False
